race_id,formation,first_numbers,second_numbers,third_numbers,ticket,ticket_probability_estimate,placement_probability,probability_scope,formation_ticket_count,role_score_method
20260526-22-04,157-17-1457,157,17,1457,5-7-1,0.01800059808850853,0.01800059808850853,formation_incremental,8,incremental
20260526-22-04,157-17-1457,157,17,1457,5-7-4,0.017264976010150906,0.017264976010150906,formation_incremental,8,incremental
20260526-22-04,157-17-1457,157,17,1457,7-1-4,0.020178800804804317,0.020178800804804317,formation_incremental,8,incremental
20260526-22-04,157-17-1457,157,17,1457,7-1-5,0.021132106284721,0.021132106284721,formation_incremental,8,incremental
20260526-22-07,124-24-2457,124,24,2457,1-2-4,0.01360977399937868,0.01360977399937868,formation_incremental,10,incremental
20260526-22-07,124-24-2457,124,24,2457,1-2-5,0.009479015677118034,0.009479015677118034,formation_incremental,10,incremental
20260526-22-07,124-24-2457,124,24,2457,1-2-7,0.013318603619835624,0.013318603619835624,formation_incremental,10,incremental
20260526-22-07,124-24-2457,124,24,2457,1-4-2,0.014935108508294702,0.014935108508294702,formation_incremental,10,incremental
20260526-22-07,124-24-2457,124,24,2457,1-4-5,0.009581887989172,0.009581887989172,formation_incremental,10,incremental
20260526-22-07,124-24-2457,124,24,2457,1-4-7,0.013463145584357345,0.013463145584357345,formation_incremental,10,incremental
20260526-22-07,124-24-2457,124,24,2457,2-4-5,0.01666827196406544,0.01666827196406544,formation_incremental,10,incremental
20260526-22-07,124-24-2457,124,24,2457,2-4-7,0.023419953598441786,0.023419953598441786,formation_incremental,10,incremental
20260526-22-07,124-24-2457,124,24,2457,4-2-5,0.012869750401321763,0.012869750401321763,formation_incremental,10,incremental
20260526-22-07,124-24-2457,124,24,2457,4-2-7,0.0180827957374514,0.0180827957374514,formation_incremental,10,incremental
20260526-22-08,257-35-1235,257,35,1235,2-3-1,0.016447923909715334,0.016447923909715334,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,2-3-5,0.019623632784946023,0.019623632784946023,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,2-5-1,0.016570323587250104,0.016570323587250104,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,2-5-3,0.020442552120414504,0.020442552120414504,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,5-3-1,0.01159673033666718,0.01159673033666718,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,5-3-2,0.013305700625686314,0.013305700625686314,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,7-3-1,0.010362693766413595,0.010362693766413595,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,7-3-2,0.011889808327749012,0.011889808327749012,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,7-3-5,0.012363487224964253,0.012363487224964253,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,7-5-1,0.01043980929676034,0.01043980929676034,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,7-5-2,0.011978288108738704,0.011978288108738704,formation_incremental,12,incremental
20260526-22-08,257-35-1235,257,35,1235,7-5-3,0.012879431385421016,0.012879431385421016,formation_incremental,12,incremental
20260526-22-09,347-34-1347,347,34,1347,3-4-1,0.007011820352657131,0.007011820352657131,formation_incremental,8,incremental
20260526-22-09,347-34-1347,347,34,1347,3-4-7,0.012019370568918292,0.012019370568918292,formation_incremental,8,incremental
20260526-22-09,347-34-1347,347,34,1347,4-3-1,0.00821285743129719,0.00821285743129719,formation_incremental,8,incremental
20260526-22-09,347-34-1347,347,34,1347,4-3-7,0.014078138333799136,0.014078138333799136,formation_incremental,8,incremental
20260526-22-09,347-34-1347,347,34,1347,7-3-1,0.015066506830145545,0.015066506830145545,formation_incremental,8,incremental
20260526-22-09,347-34-1347,347,34,1347,7-3-4,0.022009128070300754,0.022009128070300754,formation_incremental,8,incremental
20260526-22-09,347-34-1347,347,34,1347,7-4-1,0.020130032760824187,0.020130032760824187,formation_incremental,8,incremental
20260526-22-09,347-34-1347,347,34,1347,7-4-3,0.02833455070043716,0.02833455070043716,formation_incremental,8,incremental
20260526-22-10,346-46-2467,346,46,2467,3-4-2,0.01114424585662222,0.01114424585662222,formation_incremental,10,incremental
20260526-22-10,346-46-2467,346,46,2467,3-4-6,0.010873403126363456,0.010873403126363456,formation_incremental,10,incremental
20260526-22-10,346-46-2467,346,46,2467,3-4-7,0.007092498864826072,0.007092498864826072,formation_incremental,10,incremental
20260526-22-10,346-46-2467,346,46,2467,3-6-2,0.012747380082667651,0.012747380082667651,formation_incremental,10,incremental
20260526-22-10,346-46-2467,346,46,2467,3-6-4,0.013842853758690023,0.013842853758690023,formation_incremental,10,incremental
20260526-22-10,346-46-2467,346,46,2467,3-6-7,0.008112776757531977,0.008112776757531977,formation_incremental,10,incremental
20260526-22-10,346-46-2467,346,46,2467,4-6-2,0.01703762405020857,0.01703762405020857,formation_incremental,10,incremental
20260526-22-10,346-46-2467,346,46,2467,4-6-7,0.01084320381927249,0.01084320381927249,formation_incremental,10,incremental
20260526-22-10,346-46-2467,346,46,2467,6-4-2,0.017448628613079435,0.017448628613079435,formation_incremental,10,incremental
20260526-22-10,346-46-2467,346,46,2467,6-4-7,0.011104778216778062,0.011104778216778062,formation_incremental,10,incremental
20260526-22-11,345-15-1457,345,15,1457,3-1-4,0.009042249793796612,0.009042249793796612,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,3-1-5,0.013519002230267398,0.013519002230267398,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,3-1-7,0.008709868578798083,0.008709868578798083,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,3-5-1,0.012950144479722701,0.012950144479722701,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,3-5-4,0.010740153539937958,0.010740153539937958,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,3-5-7,0.01034535961538564,0.01034535961538564,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,4-1-5,0.01187796345349589,0.01187796345349589,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,4-1-7,0.007652598831006298,0.007652598831006298,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,4-5-1,0.01137815796074436,0.01137815796074436,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,4-5-7,0.009089561591291519,0.009089561591291519,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,5-1-4,0.014769273575671418,0.014769273575671418,formation_incremental,12,incremental
20260526-22-11,345-15-1457,345,15,1457,5-1-7,0.014226374495500557,0.014226374495500557,formation_incremental,12,incremental
20260526-27-01,123-12-2347,123,12,2347,1-2-3,0.015139963244277068,0.015139963244277068,formation_incremental,11,incremental
20260526-27-01,123-12-2347,123,12,2347,1-2-4,0.014170119397756031,0.014170119397756031,formation_incremental,11,incremental
20260526-27-01,123-12-2347,123,12,2347,1-2-7,0.01459394971117186,0.01459394971117186,formation_incremental,11,incremental
20260526-27-01,123-12-2347,123,12,2347,2-1-3,0.014538834813066762,0.014538834813066762,formation_incremental,11,incremental
20260526-27-01,123-12-2347,123,12,2347,2-1-4,0.013607498372447025,0.013607498372447025,formation_incremental,11,incremental
20260526-27-01,123-12-2347,123,12,2347,2-1-7,0.014014500609909672,0.014014500609909672,formation_incremental,11,incremental
20260526-27-01,123-12-2347,123,12,2347,3-1-2,0.007496424579192426,0.007496424579192426,formation_incremental,11,incremental
20260526-27-01,123-12-2347,123,12,2347,3-1-4,0.007413487521960949,0.007413487521960949,formation_incremental,11,incremental
20260526-27-01,123-12-2347,123,12,2347,3-1-7,0.007635226002191017,0.007635226002191017,formation_incremental,11,incremental
20260526-27-01,123-12-2347,123,12,2347,3-2-4,0.006973542000887011,0.006973542000887011,formation_incremental,11,incremental
20260526-27-01,123-12-2347,123,12,2347,3-2-7,0.007182121647175836,0.007182121647175836,formation_incremental,11,incremental
20260526-27-02,134-14-1234,134,14,1234,1-4-2,0.017673358848360004,0.017673358848360004,formation_incremental,8,incremental
20260526-27-02,134-14-1234,134,14,1234,1-4-3,0.01489178419230199,0.01489178419230199,formation_incremental,8,incremental
20260526-27-02,134-14-1234,134,14,1234,3-1-2,0.01622764009571893,0.01622764009571893,formation_incremental,8,incremental
20260526-27-02,134-14-1234,134,14,1234,3-1-4,0.01291871828660093,0.01291871828660093,formation_incremental,8,incremental
20260526-27-02,134-14-1234,134,14,1234,3-4-1,0.012581500224053912,0.012581500224053912,formation_incremental,8,incremental
20260526-27-02,134-14-1234,134,14,1234,3-4-2,0.013664858713731326,0.013664858713731326,formation_incremental,8,incremental
20260526-27-02,134-14-1234,134,14,1234,4-1-2,0.017054863377907573,0.017054863377907573,formation_incremental,8,incremental
20260526-27-02,134-14-1234,134,14,1234,4-1-3,0.014370632488830042,0.014370632488830042,formation_incremental,8,incremental
20260526-27-03,123-12-1234,123,12,1234,1-2-3,0.020378446156362192,0.020378446156362192,formation_incremental,8,incremental
20260526-27-03,123-12-1234,123,12,1234,1-2-4,0.015366223723359527,0.015366223723359527,formation_incremental,8,incremental
20260526-27-03,123-12-1234,123,12,1234,2-1-3,0.01784168656298011,0.01784168656298011,formation_incremental,8,incremental
20260526-27-03,123-12-1234,123,12,1234,2-1-4,0.013453398027759677,0.013453398027759677,formation_incremental,8,incremental
20260526-27-03,123-12-1234,123,12,1234,3-1-2,0.01240975509290591,0.01240975509290591,formation_incremental,8,incremental
20260526-27-03,123-12-1234,123,12,1234,3-1-4,0.00989202341500372,0.00989202341500372,formation_incremental,8,incremental
20260526-27-03,123-12-1234,123,12,1234,3-2-1,0.012098639343045146,0.012098639343045146,formation_incremental,8,incremental
20260526-27-03,123-12-1234,123,12,1234,3-2-4,0.009138279775251832,0.009138279775251832,formation_incremental,8,incremental
20260526-27-04,123-12-1234,123,12,1234,1-2-3,0.016817527792155066,0.016817527792155066,formation_incremental,8,incremental
20260526-27-04,123-12-1234,123,12,1234,1-2-4,0.017017094925424133,0.017017094925424133,formation_incremental,8,incremental
20260526-27-04,123-12-1234,123,12,1234,2-1-3,0.013789485682738379,0.013789485682738379,formation_incremental,8,incremental
20260526-27-04,123-12-1234,123,12,1234,2-1-4,0.013953120205063514,0.013953120205063514,formation_incremental,8,incremental
20260526-27-04,123-12-1234,123,12,1234,3-1-2,0.023508224360659108,0.023508224360659108,formation_incremental,8,incremental
20260526-27-04,123-12-1234,123,12,1234,3-1-4,0.015956261430678118,0.015956261430678118,formation_incremental,8,incremental
20260526-27-04,123-12-1234,123,12,1234,3-2-1,0.022684598349299524,0.022684598349299524,formation_incremental,8,incremental
20260526-27-04,123-12-1234,123,12,1234,3-2-4,0.016262507582067518,0.016262507582067518,formation_incremental,8,incremental
20260526-27-05,134-12-1247,134,12,1247,1-2-4,0.018689410029284776,0.018689410029284776,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,1-2-7,0.016563047809447316,0.016563047809447316,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,3-1-2,0.013987885509751762,0.013987885509751762,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,3-1-4,0.012123268915596131,0.012123268915596131,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,3-1-7,0.010743960475005405,0.010743960475005405,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,3-2-1,0.013046761006400178,0.013046761006400178,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,3-2-4,0.010259692805669286,0.010259692805669286,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,3-2-7,0.00909241020365404,0.00909241020365404,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,4-1-2,0.01515842807492545,0.01515842807492545,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,4-1-7,0.011643042973626793,0.011643042973626793,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,4-2-1,0.014138547830433938,0.014138547830433938,formation_incremental,12,incremental
20260526-27-05,134-12-1247,134,12,1247,4-2-7,0.009853286688951031,0.009853286688951031,formation_incremental,12,incremental
20260526-27-06,123-12-1246,123,12,1246,1-2-4,0.01645569005081152,0.01645569005081152,formation_incremental,10,incremental
20260526-27-06,123-12-1246,123,12,1246,1-2-6,0.015627201428655552,0.015627201428655552,formation_incremental,10,incremental
20260526-27-06,123-12-1246,123,12,1246,2-1-4,0.007027912642091537,0.007027912642091537,formation_incremental,10,incremental
20260526-27-06,123-12-1246,123,12,1246,2-1-6,0.006674080888849942,0.006674080888849942,formation_incremental,10,incremental
20260526-27-06,123-12-1246,123,12,1246,3-1-2,0.01704104869459744,0.01704104869459744,formation_incremental,10,incremental
20260526-27-06,123-12-1246,123,12,1246,3-1-4,0.014000390274783952,0.014000390274783952,formation_incremental,10,incremental
20260526-27-06,123-12-1246,123,12,1246,3-1-6,0.013295517734490236,0.013295517734490236,formation_incremental,10,incremental
20260526-27-06,123-12-1246,123,12,1246,3-2-1,0.01755809392090287,0.01755809392090287,formation_incremental,10,incremental
20260526-27-06,123-12-1246,123,12,1246,3-2-4,0.013448720896267157,0.013448720896267157,formation_incremental,10,incremental
20260526-27-06,123-12-1246,123,12,1246,3-2-6,0.012771623052864408,0.012771623052864408,formation_incremental,10,incremental
20260526-27-07,123-12-1234,123,12,1234,1-2-3,0.022539724396862422,0.022539724396862422,formation_incremental,8,incremental
20260526-27-07,123-12-1234,123,12,1234,1-2-4,0.016099239978979635,0.016099239978979635,formation_incremental,8,incremental
20260526-27-07,123-12-1234,123,12,1234,2-1-3,0.021588845464431145,0.021588845464431145,formation_incremental,8,incremental
20260526-27-07,123-12-1234,123,12,1234,2-1-4,0.015420064499518223,0.015420064499518223,formation_incremental,8,incremental
20260526-27-07,123-12-1234,123,12,1234,3-1-2,0.012640068555392361,0.012640068555392361,formation_incremental,8,incremental
20260526-27-07,123-12-1234,123,12,1234,3-1-4,0.009705059068873773,0.009705059068873773,formation_incremental,8,incremental
20260526-27-07,123-12-1234,123,12,1234,3-2-1,0.01202437251241886,0.01202437251241886,formation_incremental,8,incremental
20260526-27-07,123-12-1234,123,12,1234,3-2-4,0.009337195247880096,0.009337195247880096,formation_incremental,8,incremental
20260526-38-01,147-17-1347,147,17,1347,1-7-3,0.011085661422357684,0.011085661422357684,formation_incremental,8,incremental
20260526-38-01,147-17-1347,147,17,1347,1-7-4,0.014155419711180705,0.014155419711180705,formation_incremental,8,incremental
20260526-38-01,147-17-1347,147,17,1347,4-1-3,0.006863675627242025,0.006863675627242025,formation_incremental,8,incremental
20260526-38-01,147-17-1347,147,17,1347,4-1-7,0.011019070173002452,0.011019070173002452,formation_incremental,8,incremental
20260526-38-01,147-17-1347,147,17,1347,4-7-1,0.00917445201124877,0.00917445201124877,formation_incremental,8,incremental
20260526-38-01,147-17-1347,147,17,1347,4-7-3,0.00841685890056543,0.00841685890056543,formation_incremental,8,incremental
20260526-38-01,147-17-1347,147,17,1347,7-1-3,0.011205056821394709,0.011205056821394709,formation_incremental,8,incremental
20260526-38-01,147-17-1347,147,17,1347,7-1-4,0.014307877189409688,0.014307877189409688,formation_incremental,8,incremental
20260526-38-02,134-13-1237,134,13,1237,1-3-2,0.009698883790514404,0.009698883790514404,formation_incremental,10,incremental
20260526-38-02,134-13-1237,134,13,1237,1-3-7,0.011969036084984468,0.011969036084984468,formation_incremental,10,incremental
20260526-38-02,134-13-1237,134,13,1237,3-1-2,0.01673605151014277,0.01673605151014277,formation_incremental,10,incremental
20260526-38-02,134-13-1237,134,13,1237,3-1-7,0.020653346175873034,0.020653346175873034,formation_incremental,10,incremental
20260526-38-02,134-13-1237,134,13,1237,4-1-2,0.009739930893876706,0.009739930893876706,formation_incremental,10,incremental
20260526-38-02,134-13-1237,134,13,1237,4-1-3,0.01273011382285375,0.01273011382285375,formation_incremental,10,incremental
20260526-38-02,134-13-1237,134,13,1237,4-1-7,0.012019690806902876,0.012019690806902876,formation_incremental,10,incremental
20260526-38-02,134-13-1237,134,13,1237,4-3-1,0.01173659509568763,0.01173659509568763,formation_incremental,10,incremental
20260526-38-02,134-13-1237,134,13,1237,4-3-2,0.009727778709297965,0.009727778709297965,formation_incremental,10,incremental
20260526-38-02,134-13-1237,134,13,1237,4-3-7,0.012004694242465577,0.012004694242465577,formation_incremental,10,incremental
20260526-38-03,245-25-2345,245,25,2345,2-5-3,0.014207743347034684,0.014207743347034684,formation_incremental,8,incremental
20260526-38-03,245-25-2345,245,25,2345,2-5-4,0.018783308808120514,0.018783308808120514,formation_incremental,8,incremental
20260526-38-03,245-25-2345,245,25,2345,4-2-3,0.008284255683799473,0.008284255683799473,formation_incremental,8,incremental
20260526-38-03,245-25-2345,245,25,2345,4-2-5,0.007330305327865182,0.007330305327865182,formation_incremental,8,incremental
20260526-38-03,245-25-2345,245,25,2345,4-5-2,0.00802175737879136,0.00802175737879136,formation_incremental,8,incremental
20260526-38-03,245-25-2345,245,25,2345,4-5-3,0.005745668022514637,0.005745668022514637,formation_incremental,8,incremental
20260526-38-03,245-25-2345,245,25,2345,5-2-3,0.014014688048118385,0.014014688048118385,formation_incremental,8,incremental
20260526-38-03,245-25-2345,245,25,2345,5-2-4,0.018528080570390158,0.018528080570390158,formation_incremental,8,incremental
20260526-38-05,345-34-2345,345,34,2345,3-4-2,0.01681226425810869,0.01681226425810869,formation_incremental,8,incremental
20260526-38-05,345-34-2345,345,34,2345,3-4-5,0.017696992089528577,0.017696992089528577,formation_incremental,8,incremental
20260526-38-05,345-34-2345,345,34,2345,4-3-2,0.009978138137702583,0.009978138137702583,formation_incremental,8,incremental
20260526-38-05,345-34-2345,345,34,2345,4-3-5,0.0105032272262779,0.0105032272262779,formation_incremental,8,incremental
20260526-38-05,345-34-2345,345,34,2345,5-3-2,0.01485694063410642,0.01485694063410642,formation_incremental,8,incremental
20260526-38-05,345-34-2345,345,34,2345,5-3-4,0.017838785944826074,0.017838785944826074,formation_incremental,8,incremental
20260526-38-05,345-34-2345,345,34,2345,5-4-2,0.011741076569943817,0.011741076569943817,formation_incremental,8,incremental
20260526-38-05,345-34-2345,345,34,2345,5-4-3,0.01388309364209124,0.01388309364209124,formation_incremental,8,incremental
20260526-38-06,234-34-1345,234,34,1345,2-3-1,0.010685528960974288,0.010685528960974288,formation_incremental,10,incremental
20260526-38-06,234-34-1345,234,34,1345,2-3-4,0.014691035229099713,0.014691035229099713,formation_incremental,10,incremental
20260526-38-06,234-34-1345,234,34,1345,2-3-5,0.013122414747747606,0.013122414747747606,formation_incremental,10,incremental
20260526-38-06,234-34-1345,234,34,1345,2-4-1,0.009065797740768617,0.009065797740768617,formation_incremental,10,incremental
20260526-38-06,234-34-1345,234,34,1345,2-4-3,0.012539642558341552,0.012539642558341552,formation_incremental,10,incremental
20260526-38-06,234-34-1345,234,34,1345,2-4-5,0.011133296106167869,0.011133296106167869,formation_incremental,10,incremental
20260526-38-06,234-34-1345,234,34,1345,3-4-1,0.011994832184627949,0.011994832184627949,formation_incremental,10,incremental
20260526-38-06,234-34-1345,234,34,1345,3-4-5,0.01473031080924307,0.01473031080924307,formation_incremental,10,incremental
20260526-38-06,234-34-1345,234,34,1345,4-3-1,0.012799476641174465,0.012799476641174465,formation_incremental,10,incremental
20260526-38-06,234-34-1345,234,34,1345,4-3-5,0.015718458267533857,0.015718458267533857,formation_incremental,10,incremental
20260526-38-07,125-25-2345,125,25,2345,1-2-3,0.011977022949500128,0.011977022949500128,formation_incremental,10,incremental
20260526-38-07,125-25-2345,125,25,2345,1-2-4,0.014873768223559953,0.014873768223559953,formation_incremental,10,incremental
20260526-38-07,125-25-2345,125,25,2345,1-2-5,0.014237433038300953,0.014237433038300953,formation_incremental,10,incremental
20260526-38-07,125-25-2345,125,25,2345,1-5-2,0.01758342202923085,0.01758342202923085,formation_incremental,10,incremental
20260526-38-07,125-25-2345,125,25,2345,1-5-3,0.01192942273544118,0.01192942273544118,formation_incremental,10,incremental
20260526-38-07,125-25-2345,125,25,2345,1-5-4,0.014814655491264974,0.014814655491264974,formation_incremental,10,incremental
20260526-38-07,125-25-2345,125,25,2345,2-5-3,0.012336221157388498,0.012336221157388498,formation_incremental,10,incremental
20260526-38-07,125-25-2345,125,25,2345,2-5-4,0.01531984158527733,0.01531984158527733,formation_incremental,10,incremental
20260526-38-07,125-25-2345,125,25,2345,5-2-3,0.01259129583066778,0.01259129583066778,formation_incremental,10,incremental
20260526-38-07,125-25-2345,125,25,2345,5-2-4,0.015636608246412824,0.015636608246412824,formation_incremental,10,incremental
20260526-38-08,125-25-1245,125,25,1245,1-2-4,0.013086219744533617,0.013086219744533617,formation_incremental,8,incremental
20260526-38-08,125-25-1245,125,25,1245,1-2-5,0.017229876276888954,0.017229876276888954,formation_incremental,8,incremental
20260526-38-08,125-25-1245,125,25,1245,1-5-2,0.0177059147933918,0.0177059147933918,formation_incremental,8,incremental
20260526-38-08,125-25-1245,125,25,1245,1-5-4,0.011700983588375154,0.011700983588375154,formation_incremental,8,incremental
20260526-38-08,125-25-1245,125,25,1245,2-5-1,0.015935173898896506,0.015935173898896506,formation_incremental,8,incremental
20260526-38-08,125-25-1245,125,25,1245,2-5-4,0.012481580074000808,0.012481580074000808,formation_incremental,8,incremental
20260526-38-08,125-25-1245,125,25,1245,5-2-1,0.019873934952468017,0.019873934952468017,formation_incremental,8,incremental
20260526-38-08,125-25-1245,125,25,1245,5-2-4,0.015566702445079105,0.015566702445079105,formation_incremental,8,incremental
20260526-38-09,157-57-1357,157,57,1357,1-5-3,0.018452865806534612,0.018452865806534612,formation_incremental,8,incremental
20260526-38-09,157-57-1357,157,57,1357,1-5-7,0.01861066383772125,0.01861066383772125,formation_incremental,8,incremental
20260526-38-09,157-57-1357,157,57,1357,1-7-3,0.01191610335210123,0.01191610335210123,formation_incremental,8,incremental
20260526-38-09,157-57-1357,157,57,1357,1-7-5,0.016099257754816423,0.016099257754816423,formation_incremental,8,incremental
20260526-38-09,157-57-1357,157,57,1357,5-7-1,0.033319299697773745,0.033319299697773745,formation_incremental,8,incremental
20260526-38-09,157-57-1357,157,57,1357,5-7-3,0.03213724926703775,0.03213724926703775,formation_incremental,8,incremental
20260526-38-09,157-57-1357,157,57,1357,7-5-1,0.02606074161558074,0.02606074161558074,formation_incremental,8,incremental
20260526-38-09,157-57-1357,157,57,1357,7-5-3,0.025136199049217777,0.025136199049217777,formation_incremental,8,incremental
20260526-38-11,123-12-1235,123,12,1235,1-2-3,0.013437706068111888,0.013437706068111888,formation_incremental,8,incremental
20260526-38-11,123-12-1235,123,12,1235,1-2-5,0.015440232156903558,0.015440232156903558,formation_incremental,8,incremental
20260526-38-11,123-12-1235,123,12,1235,2-1-3,0.016457909975449568,0.016457909975449568,formation_incremental,8,incremental
20260526-38-11,123-12-1235,123,12,1235,2-1-5,0.01891051564532885,0.01891051564532885,formation_incremental,8,incremental
20260526-38-11,123-12-1235,123,12,1235,3-1-2,0.010974073520588112,0.010974073520588112,formation_incremental,8,incremental
20260526-38-11,123-12-1235,123,12,1235,3-1-5,0.010182301066249483,0.010182301066249483,formation_incremental,8,incremental
20260526-38-11,123-12-1235,123,12,1235,3-2-1,0.00965230055344824,0.00965230055344824,formation_incremental,8,incremental
20260526-38-11,123-12-1235,123,12,1235,3-2-5,0.009710108692037686,0.009710108692037686,formation_incremental,8,incremental
20260526-42-01,134-12-1235,134,12,1235,1-2-3,0.013306373627538785,0.013306373627538785,formation_incremental,12,incremental
20260526-42-01,134-12-1235,134,12,1235,1-2-5,0.011973585558273247,0.011973585558273247,formation_incremental,12,incremental
20260526-42-01,134-12-1235,134,12,1235,3-1-2,0.012746022993025363,0.012746022993025363,formation_incremental,12,incremental
20260526-42-01,134-12-1235,134,12,1235,3-1-5,0.01007758669761867,0.01007758669761867,formation_incremental,12,incremental
20260526-42-01,134-12-1235,134,12,1235,3-2-1,0.012423695081594658,0.012423695081594658,formation_incremental,12,incremental
