race_id,date,venue,race_number,formation,first_numbers,second_numbers,third_numbers,decision,ticket_count,estimated_hit_rate,confidence,actual_hit,hit_ticket,stake_units,return_units,profit_units,first_back_max,first_chigire_max,first_p1_max,time_band,field_size,race_class_scope
20250902-84-06,2025-09-02,武雄,6,345-45-2345,345,45,2345,BUY,8,0.149202298709,B,True,5-4-3,8.0,35.9,27.9,8,0.4878,0.268685632515,day,6,s
20250903-21-10,2025-09-03,弥彦,10,257-57-1457,257,57,1457,BUY,10,0.181991904656,A,False,7-5-2,10.0,0.0,-10.0,16,0.368,0.301739821343,day,7,s
20250903-21-11,2025-09-03,弥彦,11,124-24-2457,124,24,2457,BUY,10,0.174213743142,B,False,4-2-3,10.0,0.0,-10.0,12,0.4445,0.335235563371,day,7,s
20250903-34-10,2025-09-03,川崎,10,457-45-2345,457,45,2345,BUY,10,0.144185924792,B,False,5-4-1,10.0,0.0,-10.0,16,0.5262,0.294916391539,day,7,s
20250904-21-07,2025-09-04,弥彦,7,235-23-2345,235,23,2345,BUY,8,0.194646768908,A,True,5-2-4,8.0,4.2,-3.8,12,0.5123,0.293916555893,day,6,s
20250904-34-10,2025-09-04,川崎,10,124-14-1247,124,14,1247,BUY,8,0.150392801702,B,False,1-2-4,8.0,0.0,-8.0,15,0.3715,0.298145208503,day,7,s
20250905-21-06,2025-09-05,弥彦,6,145-45-1245,145,45,1245,BUY,8,0.179810323565,B,False,5-1-3,8.0,0.0,-8.0,8,0.3768,0.272169737269,day,6,s
20250905-34-07,2025-09-05,川崎,7,147-47-2347,147,47,2347,BUY,10,0.14597650745,B,False,7-4-1,10.0,0.0,-10.0,16,0.3907,0.303553501124,day,7,s
20250906-81-06,2025-09-06,小倉,6,247-24-1234,247,24,1234,BUY,10,0.161756636701,B,False,4-3-1,10.0,0.0,-10.0,12,0.417,0.275259944465,day,7,s
20250906-81-08,2025-09-06,小倉,8,135-15-1357,135,15,1357,BUY,8,0.146736467005,B,False,5-3-1,8.0,0.0,-8.0,17,0.3453,0.287550818704,day,7,s
20250906-81-11,2025-09-06,小倉,11,125-25-2345,125,25,2345,BUY,10,0.175327776542,B,True,2-5-4,10.0,16.3,6.300000000000001,8,0.3177,0.316899336759,day,7,s
20250908-81-06,2025-09-08,小倉,6,147-47-2347,147,47,2347,BUY,10,0.144838721008,B,False,4-7-1,10.0,0.0,-10.0,12,0.455,0.262523536043,day,7,s
20250909-35-06,2025-09-09,平塚,6,234-34-3457,234,34,3457,BUY,10,0.148243880594,B,True,2-4-5,10.0,56.2,46.2,10,0.5595,0.312586457965,day,7,s
20250910-27-08,2025-09-10,京王閣,8,145-25-1245,145,25,1245,BUY,10,0.138898891858,B,True,1-2-4,10.0,90.5,80.5,10,0.3645,0.305211667116,day,7,s
20250910-27-09,2025-09-10,京王閣,9,125-25-2357,125,25,2357,BUY,10,0.168373740219,B,False,2-5-4,10.0,0.0,-10.0,14,0.3768,0.341782950123,day,7,s
20250910-47-03,2025-09-10,松阪,3,123-12-1245,123,12,1245,BUY,10,0.163831059177,B,False,2-3-5,10.0,0.0,-10.0,15,0.4615,0.306688000483,day,7,s
20250911-27-06,2025-09-11,京王閣,6,123-23-2345,123,23,2345,BUY,10,0.163812036646,B,False,4-7-3,10.0,0.0,-10.0,9,0.6162,0.344343942064,day,7,s
20250912-85-11,2025-09-12,佐世保,11,137-37-2347,137,37,2347,BUY,10,0.152813544698,B,False,3-1-7,10.0,0.0,-10.0,17,0.3838,0.297509784748,day,7,s
20250913-42-06,2025-09-13,名古屋,6,145-14-1234,145,14,1234,BUY,10,0.157226890014,B,False,4-2-1,10.0,0.0,-10.0,15,0.3593,0.361953625521,day,7,s
20250913-42-11,2025-09-13,名古屋,11,137-37-1347,137,37,1347,BUY,8,0.150602369103,B,False,6-1-3,8.0,0.0,-8.0,15,0.4795,0.35623392591,day,7,s
20250914-42-08,2025-09-14,名古屋,8,125-12-1245,125,12,1245,BUY,8,0.154481212922,B,False,1-4-7,8.0,0.0,-8.0,15,0.6185,0.291799287303,day,7,s
20250915-34-11,2025-09-15,川崎,11,135-15-1245,135,15,1245,BUY,10,0.140932813007,B,True,1-5-2,10.0,6.2,-3.8,10,0.3195,0.294979031163,day,7,s
20250915-34-12,2025-09-15,川崎,12,135-35-2357,135,35,2357,BUY,10,0.138481026185,B,True,5-3-7,10.0,15.6,5.6,8,0.3925,0.29359450515,day,7,s
20250915-42-05,2025-09-15,名古屋,5,123-23-1236,123,23,1236,BUY,8,0.162803563508,B,True,2-3-6,8.0,11.2,3.1999999999999997,8,0.6022,0.319516555962,day,6,s
20250916-28-09,2025-09-16,立川,9,134-14-1457,134,14,1457,BUY,10,0.138335225279,B,False,4-3-1,10.0,0.0,-10.0,19,0.4235,0.260002942211,day,7,s
20250916-28-10,2025-09-16,立川,10,135-15-1457,135,15,1457,BUY,10,0.144188963071,B,True,5-1-7,10.0,38.0,28.0,15,0.316,0.285244535063,day,7,s
20250917-61-10,2025-09-17,玉野,10,257-27-2347,257,27,2347,BUY,10,0.153494777327,B,False,7-4-2,10.0,0.0,-10.0,19,0.5088,0.308856432008,day,7,s
20250920-46-06,2025-09-20,富山,6,145-14-1457,145,14,1457,BUY,8,0.141401289336,B,True,4-1-7,8.0,7.6,-0.4000000000000003,18,0.559,0.257378445163,day,7,s
20250920-46-08,2025-09-20,富山,8,124-24-2347,124,24,2347,BUY,10,0.14677765471,B,False,4-1-3,10.0,0.0,-10.0,17,0.4305,0.309939993261,day,7,s
20250920-46-09,2025-09-20,富山,9,237-37-1357,237,37,1357,BUY,10,0.174050870131,B,True,7-3-5,10.0,2.7,-7.3,10,0.507,0.261986451006,day,7,s
20250920-46-11,2025-09-20,富山,11,257-27-1237,257,27,1237,BUY,10,0.157353111182,B,False,7-2-5,10.0,0.0,-10.0,21,0.601,0.298381886308,day,7,s
20250923-85-05,2025-09-23,佐世保,5,234-34-3457,234,34,3457,BUY,10,0.149804559968,B,False,4-2-7,10.0,0.0,-10.0,15,0.2863,0.297657555673,day,7,s
20250924-28-08,2025-09-24,立川,8,147-47-3457,147,47,3457,BUY,10,0.143697254988,B,False,4-1-3,10.0,0.0,-10.0,13,0.4445,0.293912476071,day,7,s
20250925-81-12,2025-09-25,小倉,12,124-14-1234,124,14,1234,BUY,8,0.138088084881,B,False,1-4-5,8.0,0.0,-8.0,14,0.5105,0.310580295156,day,7,s
20250927-53-01,2025-09-27,奈良,1,125-15-1245,125,15,1245,BUY,8,0.250784238807,A,False,1-3-2,8.0,0.0,-8.0,14,0.4253,0.29271457109,day,5,s
20250927-53-03,2025-09-27,奈良,3,256-56-3456,256,56,3456,BUY,10,0.173422513806,B,True,2-5-4,10.0,57.5,47.5,16,0.4878,0.337809622849,day,6,s
20250928-47-10,2025-09-28,松阪,10,125-15-1457,125,15,1457,BUY,10,0.150765639133,B,True,5-1-4,10.0,10.2,0.1999999999999993,19,0.4012,0.298135996081,day,7,s
20250928-53-01,2025-09-28,奈良,1,124-12-1245,124,12,1245,BUY,8,0.214626267367,A,False,1-3-4,8.0,0.0,-8.0,9,0.5175,0.299361847831,day,5,s
20250928-53-02,2025-09-28,奈良,2,235-25-1235,235,25,1235,BUY,8,0.244837456786,A,False,2-3-4,8.0,0.0,-8.0,16,0.4882,0.313961587925,day,5,s
20250928-87-08,2025-09-28,熊本,8,145-45-1457,145,45,1457,BUY,8,0.142343768527,B,False,1-3-4,8.0,0.0,-8.0,9,0.3453,0.251367591844,day,7,s
20250929-11-09,2025-09-29,函館,9,357-57-1457,357,57,1457,BUY,10,0.167485458515,B,False,3-6-4,10.0,0.0,-10.0,13,0.4462,0.283076820865,day,7,s
20250929-25-09,2025-09-29,大宮,9,347-34-3457,347,34,3457,BUY,8,0.139913521359,B,True,4-3-5,8.0,11.8,3.8000000000000007,17,0.4637,0.319227581494,day,7,s
20250929-87-06,2025-09-29,熊本,6,245-24-1234,245,24,1234,BUY,10,0.172778109867,B,False,2-4-6,10.0,0.0,-10.0,9,0.5503,0.283597203506,day,6,s
20250929-87-11,2025-09-29,熊本,11,124-24-2457,124,24,2457,BUY,10,0.139873438098,B,False,7-1-2,10.0,0.0,-10.0,15,0.3435,0.338755109987,day,7,s
20251002-84-11,2025-10-02,武雄,11,125-15-1457,125,15,1457,BUY,10,0.140784167199,B,True,1-5-4,10.0,6.2,-3.8,8,0.5,0.265402495603,day,7,s
20251003-84-10,2025-10-03,武雄,10,345-45-2457,345,45,2457,BUY,10,0.138935111422,B,False,3-1-6,10.0,0.0,-10.0,12,0.2658,0.262300205987,day,7,s
20251005-27-01,2025-10-05,京王閣,1,245-24-1234,245,24,1234,BUY,10,0.141062167908,B,False,2-5-1,10.0,0.0,-10.0,13,0.5315,0.267704037545,day,7,s
20251005-34-05,2025-10-05,川崎,5,245-24-1245,245,24,1245,BUY,8,0.179850334549,B,False,2-4-6,8.0,0.0,-8.0,9,0.566,0.314452523252,day,6,s
20251005-34-07,2025-10-05,川崎,7,237-27-2457,237,27,2457,BUY,10,0.140397541124,B,False,6-1-3,10.0,0.0,-10.0,9,0.33,0.305005083844,day,7,s
20251006-85-08,2025-10-06,佐世保,8,125-25-2457,125,25,2457,BUY,10,0.140195459472,B,False,5-2-1,10.0,0.0,-10.0,13,0.476,0.313234970045,day,7,s
20251007-21-12,2025-10-07,弥彦,12,147-17-1257,147,17,1257,BUY,10,0.148495418332,B,False,7-2-1,10.0,0.0,-10.0,12,0.3107,0.289231603361,day,7,s
20251007-46-11,2025-10-07,富山,11,137-37-2357,137,37,2357,BUY,10,0.155681073241,B,True,1-7-2,10.0,12.2,2.1999999999999997,9,0.33,0.297347903419,day,7,s
20251008-46-07,2025-10-08,富山,7,134-13-1356,134,13,1356,BUY,10,0.186328058257,A,True,1-3-5,10.0,10.6,0.5999999999999996,13,0.5887,0.258998177808,day,6,s
20251009-12-06,2025-10-09,青森,6,137-37-3457,137,37,3457,BUY,10,0.159322386685,B,False,4-2-7,10.0,0.0,-10.0,15,0.497,0.2951138276,day,7,s
20251009-46-06,2025-10-09,富山,6,125-15-1456,125,15,1456,BUY,10,0.175442725822,B,True,2-5-4,10.0,5.6,-4.4,8,0.5,0.326763959839,day,6,s
20251010-25-11,2025-10-10,大宮,11,124-14-1457,124,14,1457,BUY,10,0.172004117799,B,True,2-1-5,10.0,642.3,632.3,19,0.3785,0.274411901864,day,7,s
20251014-24-06,2025-10-14,宇都宮,6,347-34-1345,347,34,1345,BUY,10,0.165402021686,B,False,3-7-4,10.0,0.0,-10.0,15,0.382,0.319488311081,day,7,s
20251014-24-10,2025-10-14,宇都宮,10,345-35-2357,345,35,2357,BUY,10,0.175102205159,B,True,4-3-5,10.0,22.6,12.6,15,0.4148,0.375968011751,day,7,s
20251015-24-06,2025-10-15,宇都宮,6,124-12-1235,124,12,1235,BUY,10,0.261729249726,A,False,5-3-1,10.0,0.0,-10.0,9,0.4755,0.322503200746,day,5,s
20251015-81-10,2025-10-15,小倉,10,124-12-1257,124,12,1257,BUY,10,0.138338699108,B,True,4-1-7,10.0,165.5,155.5,9,0.5075,0.259030574393,day,7,s
20251016-24-06,2025-10-16,宇都宮,6,235-25-1245,235,25,1245,BUY,10,0.144687786212,B,False,2-6-4,10.0,0.0,-10.0,8,0.646,0.255883843575,day,6,s
20251017-45-12,2025-10-17,豊橋,12,159-19-1379,159,19,1379,BUY,10,0.139567587359,B,False,9-1-6,10.0,0.0,-10.0,13,0.323,0.391058215544,day,9,s
