excluded_months,exclude_count,all_windows_pass,m3_races,m3_roi,m3_hit_rate,m3_stake,m3_returns,m3_roi_without_top1,m3_top1_return_share,m3p5_races,m3p5_roi,m3p5_hit_rate,m3p5_stake,m3p5_returns,m3p5_roi_without_top1,m3p5_top1_return_share,m4_races,m4_roi,m4_hit_rate,m4_stake,m4_returns,m4_roi_without_top1,m4_top1_return_share,m4p5_races,m4p5_roi,m4p5_hit_rate,m4p5_stake,m4p5_returns,m4p5_roi_without_top1,m4p5_top1_return_share,m5_races,m5_roi,m5_hit_rate,m5_stake,m5_returns,m5_roi_without_top1,m5_top1_return_share,m5p5_races,m5p5_roi,m5p5_hit_rate,m5p5_stake,m5p5_returns,m5p5_roi_without_top1,m5p5_top1_return_share,m6_races,m6_roi,m6_hit_rate,m6_stake,m6_returns,m6_roi_without_top1,m6_top1_return_share,m6p5_races,m6p5_roi,m6p5_hit_rate,m6p5_stake,m6p5_returns,m6p5_roi_without_top1,m6p5_top1_return_share,m7_races,m7_roi,m7_hit_rate,m7_stake,m7_returns,m7_roi_without_top1,m7_top1_return_share,m7p5_races,m7p5_roi,m7p5_hit_rate,m7p5_stake,m7p5_returns,m7p5_roi_without_top1,m7p5_top1_return_share,m8_races,m8_roi,m8_hit_rate,m8_stake,m8_returns,m8_roi_without_top1,m8_top1_return_share,m8p5_races,m8p5_roi,m8p5_hit_rate,m8p5_stake,m8p5_returns,m8p5_roi_without_top1,m8p5_top1_return_share,m9_races,m9_roi,m9_hit_rate,m9_stake,m9_returns,m9_roi_without_top1,m9_top1_return_share,m9p5_races,m9p5_roi,m9p5_hit_rate,m9p5_stake,m9p5_returns,m9p5_roi_without_top1,m9p5_top1_return_share,m10_races,m10_roi,m10_hit_rate,m10_stake,m10_returns,m10_roi_without_top1,m10_top1_return_share,m10p5_races,m10p5_roi,m10p5_hit_rate,m10p5_stake,m10p5_returns,m10p5_roi_without_top1,m10p5_top1_return_share,m11_races,m11_roi,m11_hit_rate,m11_stake,m11_returns,m11_roi_without_top1,m11_top1_return_share,m11p5_races,m11p5_roi,m11p5_hit_rate,m11p5_stake,m11p5_returns,m11p5_roi_without_top1,m11p5_top1_return_share,m12a_races,m12a_roi,m12a_hit_rate,m12a_stake,m12a_returns,m12a_roi_without_top1,m12a_top1_return_share,m12_races,m12_roi,m12_hit_rate,m12_stake,m12_returns,m12_roi_without_top1,m12_top1_return_share
1 6 10,3,False,93,1.3252347417840376,0.3225806451612903,852.0,1129.1,1.034507042253521,0.21937826587547604,110,1.2055555555555553,0.3181818181818182,1008.0,1215.1999999999998,0.9598214285714284,0.20383475971033577,120,1.1500904159132008,0.30833333333333335,1106.0,1272.0,0.926130198915009,0.19473270440251572,120,1.1500904159132008,0.30833333333333335,1106.0,1272.0,0.926130198915009,0.19473270440251572,120,1.1500904159132008,0.30833333333333335,1106.0,1272.0,0.926130198915009,0.19473270440251572,140,1.1256589147286822,0.30714285714285716,1290.0,1452.1,0.9336434108527131,0.17058053853040425,152,1.130255681818182,0.29605263157894735,1408.0,1591.4,0.9543323863636364,0.15564911398768377,158,1.1059426229508198,0.3037974683544304,1464.0,1619.1000000000001,0.9367486338797815,0.152986226916188,170,1.0286531130876748,0.2823529411764706,1574.0,1619.1000000000001,0.8712833545108005,0.152986226916188,170,1.0286531130876748,0.2823529411764706,1574.0,1619.1000000000001,0.8712833545108005,0.152986226916188,170,1.0286531130876748,0.2823529411764706,1574.0,1619.1000000000001,0.8712833545108005,0.152986226916188,193,0.995469798657718,0.29533678756476683,1788.0,1779.8999999999999,0.8569351230425055,0.13916512163604697,215,0.9954819277108432,0.28837209302325584,1992.0,1982.9999999999998,0.8711345381526103,0.1249117498739284,227,1.1313809523809522,0.29955947136563876,2100.0,2375.8999999999996,1.0134285714285713,0.10425522959720528,236,1.1481718464351005,0.3008474576271186,2188.0,2512.2,1.034963436928702,0.09859883767215986,245,1.1060686015831134,0.2938775510204082,2274.0,2515.2,0.997141600703606,0.09848123409669211,248,1.0993918331885315,0.29838709677419356,2302.0,2530.7999999999997,0.991789748045178,0.09787418997945314,248,1.0993918331885315,0.29838709677419356,2302.0,2530.7999999999997,0.991789748045178,0.09787418997945314,248,1.0993918331885315,0.29838709677419356,2302.0,2530.7999999999997,0.991789748045178,0.09787418997945314,262,1.1308956450287593,0.31679389312977096,2434.0,2752.6,1.0291290057518487,0.08998764804185135
2 3 6,3,False,65,1.1484745762711865,0.3384615384615385,590.0,677.6,0.9033898305084745,0.21340023612750883,65,1.1484745762711865,0.3384615384615385,590.0,677.6,0.9033898305084745,0.21340023612750883,65,1.1484745762711865,0.3384615384615385,590.0,677.6,0.9033898305084745,0.21340023612750883,76,1.0425655976676385,0.35526315789473684,686.0,715.2,0.8317784256559767,0.20218120805369125,82,0.9913513513513513,0.35365853658536583,740.0,733.6,0.7959459459459459,0.1971101417666303,102,0.9888528138528139,0.3431372549019608,924.0,913.7,0.8323593073593074,0.15825763379665098,114,1.010556621880998,0.32456140350877194,1042.0,1053.0,0.8717850287907869,0.13732193732193732,120,0.9842440801457195,0.3333333333333333,1098.0,1080.7,0.8525500910746813,0.13380216526325528,132,0.8946192052980133,0.30303030303030304,1208.0,1080.7,0.7749172185430464,0.13380216526325528,155,1.0838504936530324,0.2967741935483871,1418.0,1536.9,0.9490832157968971,0.12434120632441928,169,1.4372750642673522,0.3076923076923077,1556.0,2236.4,1.0244858611825194,0.28720264711142907,192,1.3543502824858755,0.3177083333333333,1770.0,2397.2,0.9914689265536722,0.2679375938595028,214,1.317274569402229,0.308411214953271,1974.0,2600.3,0.9918946301925027,0.24700996038918582,226,1.4376560999039387,0.3185840707964602,2082.0,2993.2000000000003,1.1291546589817485,0.2145863958305492,235,1.4421658986175114,0.3191489361702128,2170.0,3129.5,1.1461751152073731,0.20524045374660488,244,1.3885195035460993,0.3114754098360656,2256.0,3132.5,1.1038120567375886,0.20504389465283318,247,1.3783274956217164,0.3157894736842105,2284.0,3148.1000000000004,1.0971103327495622,0.20402782630793173,247,1.3783274956217164,0.3157894736842105,2284.0,3148.1000000000004,1.0971103327495622,0.20402782630793173,247,1.3783274956217164,0.3157894736842105,2284.0,3148.1000000000004,1.0971103327495622,0.20402782630793173,261,1.3948261589403972,0.3333333333333333,2416.0,3369.8999999999996,1.1289735099337745,0.19059912757055106
1 5 9,3,False,73,1.2722388059701493,0.3287671232876712,670.0,852.4,0.9025373134328359,0.29059127170342564,90,1.1361985472154963,0.32222222222222224,826.0,938.5,0.836319612590799,0.26393180607352157,100,1.0771645021645022,0.31,924.0,995.3,0.809090909090909,0.24886968753139757,100,1.0771645021645022,0.31,924.0,995.3,0.809090909090909,0.24886968753139757,100,1.0771645021645022,0.31,924.0,995.3,0.809090909090909,0.24886968753139757,120,1.0608303249097473,0.30833333333333335,1108.0,1175.4,0.837274368231047,0.2107367704611196,132,1.0723491027732464,0.29545454545454547,1226.0,1314.7,0.8703099510603589,0.1884080018255115,138,1.0471138845553822,0.30434782608695654,1282.0,1342.4,0.8539001560062403,0.18452026221692489,150,0.9643678160919541,0.28,1392.0,1342.4,0.7864224137931035,0.18452026221692489,173,1.1227215980024967,0.2774566473988439,1602.0,1798.6,0.9681023720349562,0.13771822528633382,187,1.4356896551724134,0.2887700534759358,1740.0,2498.0999999999995,1.0665517241379308,0.2571154077098595,187,1.4356896551724134,0.2887700534759358,1740.0,2498.0999999999995,1.0665517241379308,0.2571154077098595,187,1.4356896551724134,0.2887700534759358,1740.0,2498.0999999999995,1.0665517241379308,0.2571154077098595,199,1.5643939393939394,0.3015075376884422,1848.0,2891.0,1.2168290043290042,0.22217225873400206,208,1.5636880165289255,0.30288461538461536,1936.0,3027.2999999999997,1.2319214876033058,0.21216925973639877,217,1.4986646884272998,0.29493087557603687,2022.0,3030.3,1.1810089020771513,0.21195921195921194,220,1.4858048780487803,0.3,2050.0,3045.8999999999996,1.1724878048780485,0.21087363340884469,249,1.3583979328165374,0.2971887550200803,2322.0,3154.2,1.0817829457364339,0.20363325090355716,261,1.3275947281713345,0.30268199233716475,2428.0,3223.4,1.0630560131795719,0.19926164919029593,261,1.3275947281713345,0.30268199233716475,2428.0,3223.4,1.0630560131795719,0.19926164919029593
1 4 5,3,False,28,1.7232824427480915,0.2857142857142857,262.0,451.5,0.7778625954198474,0.5486157253599114,45,1.2861244019138756,0.28888888888888886,418.0,537.6,0.6935406698564595,0.4607514880952381,55,1.151937984496124,0.2727272727272727,516.0,594.4,0.6718992248062016,0.41672274562584116,55,1.151937984496124,0.2727272727272727,516.0,594.4,0.6718992248062016,0.41672274562584116,55,1.151937984496124,0.2727272727272727,516.0,594.4,0.6718992248062016,0.41672274562584116,75,1.1064285714285715,0.28,700.0,774.5,0.7525714285714286,0.3198192382182053,87,1.117114914425428,0.26436781609195403,818.0,913.8000000000001,0.8143031784841077,0.2710658787480849,93,1.0772311212814645,0.27956989247311825,874.0,941.5,0.7938215102974828,0.2630908125331917,105,0.956808943089431,0.24761904761904763,984.0,941.5000000000001,0.7050813008130083,0.26309081253319166,128,1.1706030150753768,0.25,1194.0,1397.6999999999998,0.963149078726968,0.17721971810832082,142,1.5744744744744743,0.2676056338028169,1332.0,2097.2,1.092267267267267,0.3062654968529468,165,1.4605433376455368,0.28484848484848485,1546.0,2258.0,1.0450840879689522,0.2844552701505757,187,1.4063428571428573,0.27807486631016043,1750.0,2461.1000000000004,1.0393142857142859,0.2609808622160822,199,1.536060279870829,0.2914572864321608,1858.0,2854.0,1.190365984930032,0.22505255781359493,208,1.5366392600205552,0.2932692307692308,1946.0,2990.3,1.2065775950668036,0.2147945022238571,217,1.4730807086614175,0.2857142857142857,2032.0,2993.3,1.156988188976378,0.21457922694016635,220,1.4606310679611652,0.2909090909090909,2060.0,3008.9,1.1488349514563108,0.2134667154109475,249,1.3367066895368782,0.2891566265060241,2332.0,3117.2,1.0612778730703258,0.20605030155267548,261,1.3069729286300245,0.2950191570881226,2438.0,3186.3999999999996,1.0435192780968003,0.20157544564398697,261,1.3069729286300245,0.2950191570881226,2438.0,3186.3999999999996,1.0435192780968003,0.20157544564398697
5 6 8,3,False,73,1.2722388059701493,0.3287671232876712,670.0,852.4,0.9025373134328359,0.29059127170342564,90,1.1361985472154963,0.32222222222222224,826.0,938.5,0.836319612590799,0.26393180607352157,100,1.0771645021645022,0.31,924.0,995.3,0.809090909090909,0.24886968753139757,111,1.0126470588235292,0.32432432432432434,1020.0,1032.8999999999999,0.7698039215686273,0.2398102430051312,117,0.9788640595903165,0.3247863247863248,1074.0,1051.3,0.7482309124767225,0.23561305050889375,137,0.9788553259141495,0.32116788321167883,1258.0,1231.4,0.7819554848966614,0.20115315900600939,149,0.9961482558139534,0.3087248322147651,1376.0,1370.6999999999998,0.8161337209302324,0.18071058583205662,155,0.9765363128491621,0.3161290322580645,1432.0,1398.4,0.8035614525139665,0.17713100686498853,167,0.9068741893644618,0.2934131736526946,1542.0,1398.4,0.7462386511024643,0.17713100686498853,190,1.0585616438356165,0.2894736842105263,1752.0,1854.6,0.9171803652968036,0.13355979726086487,204,1.3513756613756611,0.29901960784313725,1890.0,2554.0999999999995,1.0115343915343913,0.25147801573939943,227,1.2903517110266158,0.30837004405286345,2104.0,2714.8999999999996,0.9850760456273762,0.23658329956904492,249,1.2642980935875217,0.30120481927710846,2308.0,2918.0,0.986005199306759,0.2201165181631254,249,1.2642980935875217,0.30120481927710846,2308.0,2918.0,0.986005199306759,0.2201165181631254,249,1.2642980935875217,0.30120481927710846,2308.0,2918.0,0.986005199306759,0.2201165181631254,258,1.2201336675020886,0.29457364341085274,2394.0,2921.0,0.9518379281537176,0.21989044847654912,261,1.2124690338563173,0.2988505747126437,2422.0,2936.6000000000004,0.9472749793559043,0.21872233194851184,261,1.2124690338563173,0.2988505747126437,2422.0,2936.6000000000004,0.9472749793559043,0.21872233194851184,261,1.2124690338563173,0.2988505747126437,2422.0,2936.6000000000004,0.9472749793559043,0.21872233194851184,261,1.2124690338563173,0.2988505747126437,2422.0,2936.6000000000004,0.9472749793559043,0.21872233194851184
6 10 11,3,False,93,1.3252347417840376,0.3225806451612903,852.0,1129.1,1.034507042253521,0.21937826587547604,110,1.2055555555555553,0.3181818181818182,1008.0,1215.1999999999998,0.9598214285714284,0.20383475971033577,120,1.1500904159132008,0.30833333333333335,1106.0,1272.0,0.926130198915009,0.19473270440251572,131,1.0895174708818636,0.32061068702290074,1202.0,1309.6,0.8834442595673876,0.18914172266340867,137,1.0573248407643312,0.32116788321167883,1256.0,1328.0,0.8601114649681528,0.1865210843373494,157,1.0472916666666667,0.3184713375796178,1440.0,1508.1000000000001,0.8752777777777778,0.16424640275843774,169,1.0573812580231066,0.3076923076923077,1558.0,1647.4,0.898395378690629,0.15035814009955079,169,1.0573812580231066,0.3076923076923077,1558.0,1647.4,0.898395378690629,0.15035814009955079,169,1.0573812580231066,0.3076923076923077,1558.0,1647.4,0.898395378690629,0.15035814009955079,169,1.0573812580231066,0.3076923076923077,1558.0,1647.4,0.898395378690629,0.15035814009955079,169,1.0573812580231066,0.3076923076923077,1558.0,1647.4,0.898395378690629,0.15035814009955079,192,1.0204288939051918,0.3177083333333333,1772.0,1808.1999999999998,0.8806433408577877,0.13698705895365557,214,1.0178643724696355,0.308411214953271,1976.0,2011.2999999999997,0.8925101214574898,0.1231541788892756,226,1.1536468330134355,0.3185840707964602,2084.0,2404.2,1.03478886756238,0.10302803427335497,235,1.1696593001841618,0.3191489361702128,2172.0,2540.4999999999995,1.0556169429097604,0.09750049202912814,244,1.1264393268379094,0.3114754098360656,2258.0,2543.4999999999995,1.0167404782993799,0.09738549243168863,247,1.119466316710411,0.3157894736842105,2286.0,2559.1,1.011111111111111,0.09679184088155993,247,1.119466316710411,0.3157894736842105,2286.0,2559.1,1.011111111111111,0.09679184088155993,247,1.119466316710411,0.3157894736842105,2286.0,2559.1,1.011111111111111,0.09679184088155993,261,1.1500827129859388,0.3333333333333333,2418.0,2780.9,1.0476426799007446,0.08907188320327951
5 9 11,3,False,73,1.2722388059701493,0.3287671232876712,670.0,852.4,0.9025373134328359,0.29059127170342564,90,1.1361985472154963,0.32222222222222224,826.0,938.5,0.836319612590799,0.26393180607352157,100,1.0771645021645022,0.31,924.0,995.3,0.809090909090909,0.24886968753139757,111,1.0126470588235292,0.32432432432432434,1020.0,1032.8999999999999,0.7698039215686273,0.2398102430051312,117,0.9788640595903165,0.3247863247863248,1074.0,1051.3,0.7482309124767225,0.23561305050889375,137,0.9788553259141495,0.32116788321167883,1258.0,1231.4,0.7819554848966614,0.20115315900600939,149,0.9961482558139534,0.3087248322147651,1376.0,1370.6999999999998,0.8161337209302324,0.18071058583205662,149,0.9961482558139534,0.3087248322147651,1376.0,1370.6999999999998,0.8161337209302324,0.18071058583205662,149,0.9961482558139534,0.3087248322147651,1376.0,1370.6999999999998,0.8161337209302324,0.18071058583205662,172,1.151891551071879,0.3023255813953488,1586.0,1826.9,0.9957124842370745,0.1355848705457332,186,1.465429234338747,0.3118279569892473,1724.0,2526.3999999999996,1.0928654292343385,0.254235275490817,186,1.465429234338747,0.3118279569892473,1724.0,2526.3999999999996,1.0928654292343385,0.254235275490817,186,1.465429234338747,0.3118279569892473,1724.0,2526.3999999999996,1.0928654292343385,0.254235275490817,198,1.593504366812227,0.32323232323232326,1832.0,2919.3,1.2429039301310043,0.22001849758503747,207,1.591458333333333,0.32367149758454106,1920.0,3055.5999999999995,1.256927083333333,0.21020421521141514,216,1.5247258225324027,0.3148148148148148,2006.0,3058.6,1.2045363908275175,0.20999803831818478,219,1.5114060963618485,0.319634703196347,2034.0,3074.2,1.195624385447394,0.20893240517858305,248,1.3800954032957502,0.31451612903225806,2306.0,3182.5,1.101561144839549,0.20182246661429692,260,1.3481343283582088,0.3192307692307692,2412.0,3251.7,1.0818407960199004,0.1975274471814743,260,1.3481343283582088,0.3192307692307692,2412.0,3251.7,1.0818407960199004,0.1975274471814743
4 5 11,3,False,28,1.7232824427480915,0.2857142857142857,262.0,451.5,0.7778625954198474,0.5486157253599114,45,1.2861244019138756,0.28888888888888886,418.0,537.6,0.6935406698564595,0.4607514880952381,55,1.151937984496124,0.2727272727272727,516.0,594.4,0.6718992248062016,0.41672274562584116,66,1.0326797385620916,0.30303030303030304,612.0,632.0,0.6279411764705882,0.3919303797468354,72,0.9765765765765766,0.3055555555555556,666.0,650.4,0.6046546546546546,0.38084255842558423,92,0.9770588235294118,0.30434782608695654,850.0,830.5,0.6856470588235294,0.2982540638169777,104,1.0018595041322313,0.28846153846153844,968.0,969.8,0.7459710743801652,0.25541348731697255,104,1.0018595041322313,0.28846153846153844,968.0,969.8,0.7459710743801652,0.25541348731697255,104,1.0018595041322313,0.28846153846153844,968.0,969.8,0.7459710743801652,0.25541348731697255,127,1.2105263157894737,0.28346456692913385,1178.0,1426.0,1.0002546689303904,0.17370266479663393,141,1.6151215805471124,0.2978723404255319,1316.0,2125.5,1.1270516717325227,0.30218772053634435,164,1.4943137254901961,0.31097560975609756,1530.0,2286.3,1.0745098039215688,0.2809342605957223,186,1.4356401384083046,0.3010752688172043,1734.0,2489.4,1.0652249134948097,0.2580139792721137,198,1.5647665580890338,0.31313131313131315,1842.0,2882.3,1.216069489685125,0.2228428685424834,207,1.564041450777202,0.3140096618357488,1930.0,3018.6,1.2312435233160623,0.21278075929238718,216,1.4988095238095238,0.3055555555555556,2016.0,3021.6,1.1802083333333335,0.2125694996028594,219,1.4859099804305282,0.3105022831050228,2044.0,3037.2,1.1716731898238746,0.21147767680758595,248,1.358160621761658,0.3064516129032258,2316.0,3145.5,1.0808290155440414,0.20419647114926084,260,1.327291494632535,0.31153846153846154,2422.0,3214.7,1.0620974401321222,0.19980091454879148,260,1.327291494632535,0.31153846153846154,2422.0,3214.7,1.0620974401321222,0.19980091454879148
6 7 9,3,False,93,1.3252347417840376,0.3225806451612903,852.0,1129.1,1.034507042253521,0.21937826587547604,110,1.2055555555555553,0.3181818181818182,1008.0,1215.1999999999998,0.9598214285714284,0.20383475971033577,120,1.1500904159132008,0.30833333333333335,1106.0,1272.0,0.926130198915009,0.19473270440251572,131,1.0895174708818636,0.32061068702290074,1202.0,1309.6,0.8834442595673876,0.18914172266340867,137,1.0573248407643312,0.32116788321167883,1256.0,1328.0,0.8601114649681528,0.1865210843373494,157,1.0472916666666667,0.3184713375796178,1440.0,1508.1000000000001,0.8752777777777778,0.16424640275843774,169,1.0573812580231066,0.3076923076923077,1558.0,1647.4,0.898395378690629,0.15035814009955079,175,1.0378562577447334,0.3142857142857143,1614.0,1675.1,0.8843866171003717,0.14787176884962092,187,0.9716357308584687,0.29411764705882354,1724.0,1675.1,0.8279582366589326,0.14787176884962092,210,1.1020165460186144,0.2904761904761905,1934.0,2131.3,0.9739400206825234,0.11622014732792191,224,1.3662162162162161,0.29910714285714285,2072.0,2830.7999999999997,1.0562258687258688,0.22689699025010598,224,1.3662162162162161,0.29910714285714285,2072.0,2830.7999999999997,1.0562258687258688,0.22689699025010598,224,1.3662162162162161,0.29910714285714285,2072.0,2830.7999999999997,1.0562258687258688,0.22689699025010598,236,1.478761467889908,0.3093220338983051,2180.0,3223.6999999999994,1.1841284403669723,0.1992431057480535,245,1.4814814814814812,0.31020408163265306,2268.0,3359.999999999999,1.1982804232804227,0.19116071428571432,245,1.4814814814814812,0.31020408163265306,2268.0,3359.999999999999,1.1982804232804227,0.19116071428571432,245,1.4814814814814812,0.31020408163265306,2268.0,3359.999999999999,1.1982804232804227,0.19116071428571432,245,1.4814814814814812,0.31020408163265306,2268.0,3359.999999999999,1.1982804232804227,0.19116071428571432,245,1.4814814814814812,0.31020408163265306,2268.0,3359.999999999999,1.1982804232804227,0.19116071428571432,259,1.4924166666666665,0.3281853281853282,2400.0,3581.7999999999997,1.2247916666666667,0.1793232452956614
4 6 7,3,False,48,1.6400900900900899,0.2916666666666667,444.0,728.1999999999999,1.082207207207207,0.3401538039000275,65,1.3571666666666669,0.2923076923076923,600.0,814.3000000000001,0.9443333333333336,0.30418764583077484,75,1.2479942693409745,0.28,698.0,871.1000000000001,0.8931232091690545,0.28435311674893804,86,1.1444584382871537,0.3023255813953488,794.0,908.7,0.8324937027707808,0.2725872125013756,92,1.0932783018867926,0.30434782608695654,848.0,927.1000000000001,0.801179245283019,0.26717721928594534,112,1.0728682170542636,0.30357142857142855,1032.0,1107.2,0.8328488372093024,0.22371748554913293,124,1.0839130434782607,0.2903225806451613,1150.0,1246.4999999999998,0.8685217391304345,0.19871640593662257,130,1.0565505804311774,0.3,1206.0,1274.2,0.8511608623548922,0.19439648406843507,142,0.9682370820668693,0.2746478873239437,1316.0,1274.2,0.7800151975683891,0.19439648406843507,165,1.1339449541284403,0.2727272727272727,1526.0,1730.4,0.9716251638269987,0.14314609338881182,179,1.4602764423076922,0.2849162011173184,1664.0,2429.8999999999996,1.074278846153846,0.2643318655088687,202,1.3794994675186367,0.297029702970297,1878.0,2590.7,1.037486687965921,0.24792527116223415,224,1.341882804995197,0.29017857142857145,2082.0,2793.8,1.0333813640730067,0.22990192569260504,236,1.4551141552511415,0.3008474576271186,2190.0,3186.7,1.1618264840182646,0.20155646907459127,245,1.45873573309921,0.3020408163265306,2278.0,3323.0,1.1767778753292362,0.19328919650917845,245,1.45873573309921,0.3020408163265306,2278.0,3323.0,1.1767778753292362,0.19328919650917845,245,1.45873573309921,0.3020408163265306,2278.0,3323.0,1.1767778753292362,0.19328919650917845,245,1.45873573309921,0.3020408163265306,2278.0,3323.0,1.1767778753292362,0.19328919650917845,245,1.45873573309921,0.3020408163265306,2278.0,3323.0,1.1767778753292362,0.19328919650917845,259,1.4708713692946058,0.3204633204633205,2410.0,3544.8,1.204356846473029,0.18119498984427893
8 9 12,3,False,93,1.3252347417840376,0.3225806451612903,852.0,1129.1,1.034507042253521,0.21937826587547604,110,1.2055555555555553,0.3181818181818182,1008.0,1215.1999999999998,0.9598214285714284,0.20383475971033577,120,1.1500904159132008,0.30833333333333335,1106.0,1272.0,0.926130198915009,0.19473270440251572,131,1.0895174708818636,0.32061068702290074,1202.0,1309.6,0.8834442595673876,0.18914172266340867,137,1.0573248407643312,0.32116788321167883,1256.0,1328.0,0.8601114649681528,0.1865210843373494,137,1.0573248407643312,0.32116788321167883,1256.0,1328.0,0.8601114649681528,0.1865210843373494,137,1.0573248407643312,0.32116788321167883,1256.0,1328.0,0.8601114649681528,0.1865210843373494,143,1.0333079268292684,0.32867132867132864,1312.0,1355.7,0.8445121951219512,0.18271003909419486,155,0.9533755274261604,0.3032258064516129,1422.0,1355.7,0.7791842475386779,0.18271003909419486,178,1.110232843137255,0.29775280898876405,1632.0,1811.9,0.9584558823529412,0.13670732380374193,192,1.418870056497175,0.3072916666666667,1770.0,2511.3999999999996,1.0559887005649715,0.255753762841443,192,1.418870056497175,0.3072916666666667,1770.0,2511.3999999999996,1.0559887005649715,0.255753762841443,192,1.418870056497175,0.3072916666666667,1770.0,2511.3999999999996,1.0559887005649715,0.255753762841443,192,1.418870056497175,0.3072916666666667,1770.0,2511.3999999999996,1.0559887005649715,0.255753762841443,192,1.418870056497175,0.3072916666666667,1770.0,2511.3999999999996,1.0559887005649715,0.255753762841443,201,1.3547413793103449,0.29850746268656714,1856.0,2514.4,1.0086745689655172,0.25544861597200125,204,1.342887473460722,0.30392156862745096,1884.0,2530.0,1.001963906581741,0.25387351778656125,233,1.2237012987012987,0.30042918454935624,2156.0,2638.3,0.9257884972170688,0.24345222302240074,245,1.1969496021220156,0.30612244897959184,2262.0,2707.4999999999995,0.912997347480106,0.23722991689750694,259,1.2236006683375102,0.32432432432432434,2394.0,2929.2999999999997,0.9553049289891395,0.21926740176834056
4 8 12,3,False,48,1.6400900900900899,0.2916666666666667,444.0,728.1999999999999,1.082207207207207,0.3401538039000275,65,1.3571666666666669,0.2923076923076923,600.0,814.3000000000001,0.9443333333333336,0.30418764583077484,75,1.2479942693409745,0.28,698.0,871.1000000000001,0.8931232091690545,0.28435311674893804,86,1.1444584382871537,0.3023255813953488,794.0,908.7,0.8324937027707808,0.2725872125013756,92,1.0932783018867926,0.30434782608695654,848.0,927.1000000000001,0.801179245283019,0.26717721928594534,92,1.0932783018867926,0.30434782608695654,848.0,927.1000000000001,0.801179245283019,0.26717721928594534,92,1.0932783018867926,0.30434782608695654,848.0,927.1000000000001,0.801179245283019,0.26717721928594534,98,1.0561946902654868,0.3163265306122449,904.0,954.8000000000001,0.7821902654867258,0.25942605781315453,110,0.9416173570019725,0.2818181818181818,1014.0,954.8000000000001,0.697337278106509,0.25942605781315453,133,1.1527777777777777,0.2781954887218045,1224.0,1411.0,0.9504084967320261,0.17554925584691708,147,1.5495594713656389,0.2925170068027211,1362.0,2110.5,1.0779735682819385,0.30433546552949536,170,1.4411802030456855,0.3058823529411765,1576.0,2271.3,1.0336294416243657,0.28278959186369035,192,1.3901123595505618,0.296875,1780.0,2474.4,1.0292696629213485,0.25957807953443257,192,1.3901123595505618,0.296875,1780.0,2474.4,1.0292696629213485,0.25957807953443257,192,1.3901123595505618,0.296875,1780.0,2474.4,1.0292696629213485,0.25957807953443257,201,1.3276527331189711,0.2885572139303483,1866.0,2477.4,0.9834405144694535,0.2592637442480019,204,1.3162618796198522,0.29411764705882354,1894.0,2493.0,0.9771383315733897,0.2576413959085439,233,1.2009695290858726,0.2918454935622318,2166.0,2601.3,0.904432132963989,0.2469150040364433,245,1.1753961267605635,0.2979591836734694,2272.0,2670.5,0.892693661971831,0.24051675716158022,259,1.2031198003327788,0.3166023166023166,2404.0,2892.3,0.9359400998336106,0.22207239912872107
1 9 10,3,False,93,1.3252347417840376,0.3225806451612903,852.0,1129.1,1.034507042253521,0.21937826587547604,110,1.2055555555555553,0.3181818181818182,1008.0,1215.1999999999998,0.9598214285714284,0.20383475971033577,120,1.1500904159132008,0.30833333333333335,1106.0,1272.0,0.926130198915009,0.19473270440251572,120,1.1500904159132008,0.30833333333333335,1106.0,1272.0,0.926130198915009,0.19473270440251572,120,1.1500904159132008,0.30833333333333335,1106.0,1272.0,0.926130198915009,0.19473270440251572,140,1.1256589147286822,0.30714285714285716,1290.0,1452.1,0.9336434108527131,0.17058053853040425,152,1.130255681818182,0.29605263157894735,1408.0,1591.4,0.9543323863636364,0.15564911398768377,158,1.1059426229508198,0.3037974683544304,1464.0,1619.1000000000001,0.9367486338797815,0.152986226916188,170,1.0286531130876748,0.2823529411764706,1574.0,1619.1000000000001,0.8712833545108005,0.152986226916188,170,1.0286531130876748,0.2823529411764706,1574.0,1619.1000000000001,0.8712833545108005,0.152986226916188,170,1.0286531130876748,0.2823529411764706,1574.0,1619.1000000000001,0.8712833545108005,0.152986226916188,170,1.0286531130876748,0.2823529411764706,1574.0,1619.1000000000001,0.8712833545108005,0.152986226916188,170,1.0286531130876748,0.2823529411764706,1574.0,1619.1000000000001,0.8712833545108005,0.152986226916188,182,1.1961950059453033,0.2967032967032967,1682.0,2012.0000000000002,1.0489298454221165,0.12311133200795227,191,1.213728813559322,0.29842931937172773,1770.0,2148.3,1.0737853107344633,0.1153004701391798,200,1.159105603448276,0.29,1856.0,2151.3,1.025646551724138,0.11513968298238272,203,1.1501592356687897,0.2955665024630542,1884.0,2166.9,1.018683651804671,0.11431076653283491,232,1.0552875695732837,0.29310344827586204,2156.0,2275.2,0.9403988868274582,0.10886954992967651,244,1.0364279398762155,0.29918032786885246,2262.0,2344.3999999999996,0.9269230769230768,0.10565603139396008,258,1.0719298245614035,0.3178294573643411,2394.0,2566.2,0.9684628237259816,0.09652404333255397
