race_id,formation,first_numbers,second_numbers,third_numbers,ticket,ticket_probability_estimate,placement_probability,probability_scope,formation_ticket_count,role_score_method
20260527-21-05,147-14-1457,147,14,1457,1-4-5,0.011899226224593778,0.011899226224593778,formation_incremental,8,incremental
20260527-21-05,147-14-1457,147,14,1457,1-4-7,0.013778404023622551,0.013778404023622551,formation_incremental,8,incremental
20260527-21-05,147-14-1457,147,14,1457,4-1-5,0.01340969748187093,0.01340969748187093,formation_incremental,8,incremental
20260527-21-05,147-14-1457,147,14,1457,4-1-7,0.015527415501849506,0.015527415501849506,formation_incremental,8,incremental
20260527-21-05,147-14-1457,147,14,1457,7-1-4,0.011967762150385627,0.011967762150385627,formation_incremental,8,incremental
20260527-21-05,147-14-1457,147,14,1457,7-1-5,0.007788379928406154,0.007788379928406154,formation_incremental,8,incremental
20260527-21-05,147-14-1457,147,14,1457,7-4-1,0.009831772866795452,0.009831772866795452,formation_incremental,8,incremental
20260527-21-05,147-14-1457,147,14,1457,7-4-5,0.007440058174909932,0.007440058174909932,formation_incremental,8,incremental
20260527-21-06,137-17-1347,137,17,1347,1-7-3,0.010035941404454055,0.010035941404454055,formation_incremental,8,incremental
20260527-21-06,137-17-1347,137,17,1347,1-7-4,0.014186909761757497,0.014186909761757497,formation_incremental,8,incremental
20260527-21-06,137-17-1347,137,17,1347,3-1-4,0.0123696770819962,0.0123696770819962,formation_incremental,8,incremental
20260527-21-06,137-17-1347,137,17,1347,3-1-7,0.013883676160545245,0.013883676160545245,formation_incremental,8,incremental
20260527-21-06,137-17-1347,137,17,1347,3-7-1,0.013448521885656546,0.013448521885656546,formation_incremental,8,incremental
20260527-21-06,137-17-1347,137,17,1347,3-7-4,0.012719102106806077,0.012719102106806077,formation_incremental,8,incremental
20260527-21-06,137-17-1347,137,17,1347,7-1-3,0.014484499682919559,0.014484499682919559,formation_incremental,8,incremental
20260527-21-06,137-17-1347,137,17,1347,7-1-4,0.020475437396892945,0.020475437396892945,formation_incremental,8,incremental
20260527-21-07,135-35-1345,135,35,1345,1-3-4,0.011027255869507169,0.011027255869507169,formation_incremental,8,incremental
20260527-21-07,135-35-1345,135,35,1345,1-3-5,0.013079491304697908,0.013079491304697908,formation_incremental,8,incremental
20260527-21-07,135-35-1345,135,35,1345,1-5-3,0.012312083285659749,0.012312083285659749,formation_incremental,8,incremental
20260527-21-07,135-35-1345,135,35,1345,1-5-4,0.01144611961089682,0.01144611961089682,formation_incremental,8,incremental
20260527-21-07,135-35-1345,135,35,1345,3-5-1,0.010890444248088419,0.010890444248088419,formation_incremental,8,incremental
20260527-21-07,135-35-1345,135,35,1345,3-5-4,0.013726761169956178,0.013726761169956178,formation_incremental,8,incremental
20260527-21-07,135-35-1345,135,35,1345,5-3-1,0.01278425440445823,0.01278425440445823,formation_incremental,8,incremental
20260527-21-07,135-35-1345,135,35,1345,5-3-4,0.016113796916664928,0.016113796916664928,formation_incremental,8,incremental
20260527-21-08,125-25-1235,125,25,1235,1-2-3,0.008840042206414453,0.008840042206414453,formation_incremental,8,incremental
20260527-21-08,125-25-1235,125,25,1235,1-2-5,0.011264416562307863,0.011264416562307863,formation_incremental,8,incremental
20260527-21-08,125-25-1235,125,25,1235,1-5-2,0.013045894595309193,0.013045894595309193,formation_incremental,8,incremental
20260527-21-08,125-25-1235,125,25,1235,1-5-3,0.008872255632370535,0.008872255632370535,formation_incremental,8,incremental
20260527-21-08,125-25-1235,125,25,1235,2-5-1,0.015237181013515008,0.015237181013515008,formation_incremental,8,incremental
20260527-21-08,125-25-1235,125,25,1235,2-5-3,0.013186743106433295,0.013186743106433295,formation_incremental,8,incremental
20260527-21-08,125-25-1235,125,25,1235,5-2-1,0.017510722419013938,0.017510722419013938,formation_incremental,8,incremental
20260527-21-08,125-25-1235,125,25,1235,5-2-3,0.01515433845294533,0.01515433845294533,formation_incremental,8,incremental
20260527-21-09,124-12-1237,124,12,1237,1-2-3,0.010666823571058142,0.010666823571058142,formation_incremental,10,incremental
20260527-21-09,124-12-1237,124,12,1237,1-2-7,0.009892967081685675,0.009892967081685675,formation_incremental,10,incremental
20260527-21-09,124-12-1237,124,12,1237,2-1-3,0.018275148732977666,0.018275148732977666,formation_incremental,10,incremental
20260527-21-09,124-12-1237,124,12,1237,2-1-7,0.016949323631713815,0.016949323631713815,formation_incremental,10,incremental
20260527-21-09,124-12-1237,124,12,1237,4-1-2,0.012726759527699534,0.012726759527699534,formation_incremental,10,incremental
20260527-21-09,124-12-1237,124,12,1237,4-1-3,0.014380072219738234,0.014380072219738234,formation_incremental,10,incremental
20260527-21-09,124-12-1237,124,12,1237,4-1-7,0.01333682704644385,0.01333682704644385,formation_incremental,10,incremental
20260527-21-09,124-12-1237,124,12,1237,4-2-1,0.014982317042079809,0.014982317042079809,formation_incremental,10,incremental
20260527-21-09,124-12-1237,124,12,1237,4-2-3,0.01254526747018559,0.01254526747018559,formation_incremental,10,incremental
20260527-21-09,124-12-1237,124,12,1237,4-2-7,0.011635133672804953,0.011635133672804953,formation_incremental,10,incremental
20260527-21-10,123-12-1347,123,12,1347,1-2-3,0.01418931083288071,0.01418931083288071,formation_incremental,11,incremental
20260527-21-10,123-12-1347,123,12,1347,1-2-4,0.014572526159721922,0.014572526159721922,formation_incremental,11,incremental
20260527-21-10,123-12-1347,123,12,1347,1-2-7,0.012887993156255637,0.012887993156255637,formation_incremental,11,incremental
20260527-21-10,123-12-1347,123,12,1347,2-1-3,0.015675343391651313,0.015675343391651313,formation_incremental,11,incremental
20260527-21-10,123-12-1347,123,12,1347,2-1-4,0.016098692482521878,0.016098692482521878,formation_incremental,11,incremental
20260527-21-10,123-12-1347,123,12,1347,2-1-7,0.014237739995476888,0.014237739995476888,formation_incremental,11,incremental
20260527-21-10,123-12-1347,123,12,1347,3-1-4,0.009819646381755386,0.009819646381755386,formation_incremental,11,incremental
20260527-21-10,123-12-1347,123,12,1347,3-1-7,0.008684529640077777,0.008684529640077777,formation_incremental,11,incremental
20260527-21-10,123-12-1347,123,12,1347,3-2-1,0.008136074820448667,0.008136074820448667,formation_incremental,11,incremental
20260527-21-10,123-12-1347,123,12,1347,3-2-4,0.007484860817800779,0.007484860817800779,formation_incremental,11,incremental
20260527-21-10,123-12-1347,123,12,1347,3-2-7,0.00661963711288223,0.00661963711288223,formation_incremental,11,incremental
20260527-21-11,157-15-1245,157,15,1245,1-5-2,0.014699229049356746,0.014699229049356746,formation_incremental,10,incremental
20260527-21-11,157-15-1245,157,15,1245,1-5-4,0.013869594764885874,0.013869594764885874,formation_incremental,10,incremental
20260527-21-11,157-15-1245,157,15,1245,5-1-2,0.01871531665852989,0.01871531665852989,formation_incremental,10,incremental
20260527-21-11,157-15-1245,157,15,1245,5-1-4,0.017659011712705217,0.017659011712705217,formation_incremental,10,incremental
20260527-21-11,157-15-1245,157,15,1245,7-1-2,0.015628646794881455,0.015628646794881455,formation_incremental,10,incremental
20260527-21-11,157-15-1245,157,15,1245,7-1-4,0.014746555553403259,0.014746555553403259,formation_incremental,10,incremental
20260527-21-11,157-15-1245,157,15,1245,7-1-5,0.014828161711723282,0.014828161711723282,formation_incremental,10,incremental
20260527-21-11,157-15-1245,157,15,1245,7-5-1,0.019645878502883955,0.019645878502883955,formation_incremental,10,incremental
20260527-21-11,157-15-1245,157,15,1245,7-5-2,0.01779217761247528,0.01779217761247528,formation_incremental,10,incremental
20260527-21-11,157-15-1245,157,15,1245,7-5-4,0.01678797524967514,0.01678797524967514,formation_incremental,10,incremental
20260527-21-12,125-25-1257,125,25,1257,1-2-5,0.017589874979228877,0.017589874979228877,formation_incremental,8,incremental
20260527-21-12,125-25-1257,125,25,1257,1-2-7,0.012281883233440795,0.012281883233440795,formation_incremental,8,incremental
20260527-21-12,125-25-1257,125,25,1257,1-5-2,0.0156940192047652,0.0156940192047652,formation_incremental,8,incremental
20260527-21-12,125-25-1257,125,25,1257,1-5-7,0.009100772324982603,0.009100772324982603,formation_incremental,8,incremental
20260527-21-12,125-25-1257,125,25,1257,2-5-1,0.014453949853557213,0.014453949853557213,formation_incremental,8,incremental
20260527-21-12,125-25-1257,125,25,1257,2-5-7,0.014086446138772734,0.014086446138772734,formation_incremental,8,incremental
20260527-21-12,125-25-1257,125,25,1257,5-2-1,0.011810185516951219,0.011810185516951219,formation_incremental,8,incremental
20260527-21-12,125-25-1257,125,25,1257,5-2-7,0.011509901712610687,0.011509901712610687,formation_incremental,8,incremental
20260527-22-01,137-17-1347,137,17,1347,1-7-3,0.020707009610278857,0.020707009610278857,formation_incremental,8,incremental
20260527-22-01,137-17-1347,137,17,1347,1-7-4,0.01869440736232202,0.01869440736232202,formation_incremental,8,incremental
20260527-22-01,137-17-1347,137,17,1347,3-1-4,0.007880807060114221,0.007880807060114221,formation_incremental,8,incremental
20260527-22-01,137-17-1347,137,17,1347,3-1-7,0.009023376970078493,0.009023376970078493,formation_incremental,8,incremental
20260527-22-01,137-17-1347,137,17,1347,3-7-1,0.008515366949662484,0.008515366949662484,formation_incremental,8,incremental
20260527-22-01,137-17-1347,137,17,1347,3-7-4,0.007564075719641576,0.007564075719641576,formation_incremental,8,incremental
20260527-22-01,137-17-1347,137,17,1347,7-1-3,0.024282455742435413,0.024282455742435413,formation_incremental,8,incremental
20260527-22-01,137-17-1347,137,17,1347,7-1-4,0.021922340692849568,0.021922340692849568,formation_incremental,8,incremental
20260527-22-02,247-47-2347,247,47,2347,2-4-3,0.012374237505989,0.012374237505989,formation_incremental,8,incremental
20260527-22-02,247-47-2347,247,47,2347,2-4-7,0.014979836181389723,0.014979836181389723,formation_incremental,8,incremental
20260527-22-02,247-47-2347,247,47,2347,2-7-3,0.01195568191029179,0.01195568191029179,formation_incremental,8,incremental
20260527-22-02,247-47-2347,247,47,2347,2-7-4,0.01511505651388715,0.01511505651388715,formation_incremental,8,incremental
20260527-22-02,247-47-2347,247,47,2347,4-7-2,0.0208420639494249,0.0208420639494249,formation_incremental,8,incremental
20260527-22-02,247-47-2347,247,47,2347,4-7-3,0.015086735930185027,0.015086735930185027,formation_incremental,8,incremental
20260527-22-02,247-47-2347,247,47,2347,7-4-2,0.025424815645301496,0.025424815645301496,formation_incremental,8,incremental
20260527-22-02,247-47-2347,247,47,2347,7-4-3,0.01840400646716587,0.01840400646716587,formation_incremental,8,incremental
20260527-22-03,135-35-1345,135,35,1345,1-3-4,0.015359717455179491,0.015359717455179491,formation_incremental,8,incremental
20260527-22-03,135-35-1345,135,35,1345,1-3-5,0.015580200569289347,0.015580200569289347,formation_incremental,8,incremental
20260527-22-03,135-35-1345,135,35,1345,1-5-3,0.013669743773904793,0.013669743773904793,formation_incremental,8,incremental
20260527-22-03,135-35-1345,135,35,1345,1-5-4,0.015117288367479428,0.015117288367479428,formation_incremental,8,incremental
20260527-22-03,135-35-1345,135,35,1345,3-5-1,0.010170526713664238,0.010170526713664238,formation_incremental,8,incremental
20260527-22-03,135-35-1345,135,35,1345,3-5-4,0.012412358104328275,0.012412358104328275,formation_incremental,8,incremental
20260527-22-03,135-35-1345,135,35,1345,5-3-1,0.02107546824257793,0.02107546824257793,formation_incremental,8,incremental
20260527-22-03,135-35-1345,135,35,1345,5-3-4,0.025721013906960914,0.025721013906960914,formation_incremental,8,incremental
20260527-22-04,123-17-1347,123,17,1347,1-7-3,0.026826728596264213,0.026826728596264213,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,1-7-4,0.027493997219224423,0.027493997219224423,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,2-1-3,0.005854867677659886,0.005854867677659886,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,2-1-4,0.006000497417002402,0.006000497417002402,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,2-1-7,0.006659923443952573,0.006659923443952573,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,2-7-1,0.006740385337904421,0.006740385337904421,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,2-7-3,0.0062290604529572444,0.0062290604529572444,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,2-7-4,0.0063839975924547335,0.0063839975924547335,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,3-1-4,0.008219088582867068,0.008219088582867068,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,3-1-7,0.009122327190052253,0.009122327190052253,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,3-7-1,0.009232538625534524,0.009232538625534524,formation_incremental,12,incremental
20260527-22-04,123-17-1347,123,17,1347,3-7-4,0.00874438202015054,0.00874438202015054,formation_incremental,12,incremental
20260527-22-07,145-45-1457,145,45,1457,1-4-5,0.015286104265993451,0.015286104265993451,formation_incremental,8,incremental
20260527-22-07,145-45-1457,145,45,1457,1-4-7,0.008516349445344351,0.008516349445344351,formation_incremental,8,incremental
20260527-22-07,145-45-1457,145,45,1457,1-5-4,0.015034222253108425,0.015034222253108425,formation_incremental,8,incremental
20260527-22-07,145-45-1457,145,45,1457,1-5-7,0.009713549486130926,0.009713549486130926,formation_incremental,8,incremental
20260527-22-07,145-45-1457,145,45,1457,4-5-1,0.011402104109450795,0.011402104109450795,formation_incremental,8,incremental
20260527-22-07,145-45-1457,145,45,1457,4-5-7,0.009315979639307024,0.009315979639307024,formation_incremental,8,incremental
20260527-22-07,145-45-1457,145,45,1457,5-4-1,0.013080823355844977,0.013080823355844977,formation_incremental,8,incremental
20260527-22-07,145-45-1457,145,45,1457,5-4-7,0.010687561074575493,0.010687561074575493,formation_incremental,8,incremental
20260527-22-08,127-17-1357,127,17,1357,1-7-3,0.017448052851841287,0.017448052851841287,formation_incremental,10,incremental
20260527-22-08,127-17-1357,127,17,1357,1-7-5,0.02076568007645541,0.02076568007645541,formation_incremental,10,incremental
20260527-22-08,127-17-1357,127,17,1357,2-1-3,0.01155471090913049,0.01155471090913049,formation_incremental,10,incremental
20260527-22-08,127-17-1357,127,17,1357,2-1-5,0.013751759703640056,0.013751759703640056,formation_incremental,10,incremental
20260527-22-08,127-17-1357,127,17,1357,2-1-7,0.014136590145664263,0.014136590145664263,formation_incremental,10,incremental
20260527-22-08,127-17-1357,127,17,1357,2-7-1,0.015509304884602795,0.015509304884602795,formation_incremental,10,incremental
20260527-22-08,127-17-1357,127,17,1357,2-7-3,0.011987773040262509,0.011987773040262509,formation_incremental,10,incremental
20260527-22-08,127-17-1357,127,17,1357,2-7-5,0.014267165619972228,0.014267165619972228,formation_incremental,10,incremental
20260527-22-08,127-17-1357,127,17,1357,7-1-3,0.011412349670543269,0.011412349670543269,formation_incremental,10,incremental
20260527-22-08,127-17-1357,127,17,1357,7-1-5,0.013582329454838499,0.013582329454838499,formation_incremental,10,incremental
20260527-22-09,145-15-1345,145,15,1345,1-5-3,0.008606267866783767,0.008606267866783767,formation_incremental,8,incremental
20260527-22-09,145-15-1345,145,15,1345,1-5-4,0.01221657154446159,0.01221657154446159,formation_incremental,8,incremental
20260527-22-09,145-15-1345,145,15,1345,4-1-3,0.017515947778365275,0.017515947778365275,formation_incremental,8,incremental
20260527-22-09,145-15-1345,145,15,1345,4-1-5,0.017187048320853625,0.017187048320853625,formation_incremental,8,incremental
20260527-22-09,145-15-1345,145,15,1345,4-5-1,0.024768304121892137,0.024768304121892137,formation_incremental,8,incremental
20260527-22-09,145-15-1345,145,15,1345,4-5-3,0.02333265165245549,0.02333265165245549,formation_incremental,8,incremental
20260527-22-09,145-15-1345,145,15,1345,5-1-3,0.013225994725740835,0.013225994725740835,formation_incremental,8,incremental
20260527-22-09,145-15-1345,145,15,1345,5-1-4,0.018774260029401912,0.018774260029401912,formation_incremental,8,incremental
20260527-22-10,134-34-1347,134,34,1347,1-3-4,0.01313472325747315,0.01313472325747315,formation_incremental,8,incremental
20260527-22-10,134-34-1347,134,34,1347,1-3-7,0.011806662179404773,0.011806662179404773,formation_incremental,8,incremental
20260527-22-10,134-34-1347,134,34,1347,1-4-3,0.014842452172903343,0.014842452172903343,formation_incremental,8,incremental
20260527-22-10,134-34-1347,134,34,1347,1-4-7,0.015010674904579469,0.015010674904579469,formation_incremental,8,incremental
20260527-22-10,134-34-1347,134,34,1347,3-4-1,0.015700082050723336,0.015700082050723336,formation_incremental,8,incremental
20260527-22-10,134-34-1347,134,34,1347,3-4-7,0.018363823660269417,0.018363823660269417,formation_incremental,8,incremental
20260527-22-10,134-34-1347,134,34,1347,4-3-1,0.021047837337286233,0.021047837337286233,formation_incremental,8,incremental
20260527-22-10,134-34-1347,134,34,1347,4-3-7,0.024618901483648693,0.024618901483648693,formation_incremental,8,incremental
20260527-22-11,156-56-2356,156,56,2356,1-5-2,0.010853688052739388,0.010853688052739388,formation_incremental,10,incremental
20260527-22-11,156-56-2356,156,56,2356,1-5-3,0.012243927967908944,0.012243927967908944,formation_incremental,10,incremental
20260527-22-11,156-56-2356,156,56,2356,1-5-6,0.012212073869286147,0.012212073869286147,formation_incremental,10,incremental
20260527-22-11,156-56-2356,156,56,2356,1-6-2,0.009490339625634394,0.009490339625634394,formation_incremental,10,incremental
20260527-22-11,156-56-2356,156,56,2356,1-6-3,0.010705949369710482,0.010705949369710482,formation_incremental,10,incremental
20260527-22-11,156-56-2356,156,56,2356,1-6-5,0.011656879555097057,0.011656879555097057,formation_incremental,10,incremental
20260527-22-11,156-56-2356,156,56,2356,5-6-2,0.008933195445180979,0.008933195445180979,formation_incremental,10,incremental
20260527-22-11,156-56-2356,156,56,2356,5-6-3,0.010077441052531645,0.010077441052531645,formation_incremental,10,incremental
20260527-22-11,156-56-2356,156,56,2356,6-5-2,0.01457902797898906,0.01457902797898906,formation_incremental,10,incremental
20260527-22-11,156-56-2356,156,56,2356,6-5-3,0.016446443600506646,0.016446443600506646,formation_incremental,10,incremental
20260527-27-01,123-13-1247,123,13,1247,1-3-2,0.01458023676479816,0.01458023676479816,formation_incremental,11,incremental
20260527-27-01,123-13-1247,123,13,1247,1-3-4,0.01504324895454391,0.01504324895454391,formation_incremental,11,incremental
20260527-27-01,123-13-1247,123,13,1247,1-3-7,0.014629503819213262,0.014629503819213262,formation_incremental,11,incremental
20260527-27-01,123-13-1247,123,13,1247,2-1-4,0.009234313070649907,0.009234313070649907,formation_incremental,11,incremental
20260527-27-01,123-13-1247,123,13,1247,2-1-7,0.008980335215025337,0.008980335215025337,formation_incremental,11,incremental
20260527-27-01,123-13-1247,123,13,1247,2-3-1,0.009572706803320306,0.009572706803320306,formation_incremental,11,incremental
20260527-27-01,123-13-1247,123,13,1247,2-3-4,0.008572125954563505,0.008572125954563505,formation_incremental,11,incremental
20260527-27-01,123-13-1247,123,13,1247,2-3-7,0.008336360700404697,0.008336360700404697,formation_incremental,11,incremental
20260527-27-01,123-13-1247,123,13,1247,3-1-2,0.014039270891331192,0.014039270891331192,formation_incremental,11,incremental
20260527-27-01,123-13-1247,123,13,1247,3-1-4,0.01448510408750556,0.01448510408750556,formation_incremental,11,incremental
20260527-27-01,123-13-1247,123,13,1247,3-1-7,0.014086710005942927,0.014086710005942927,formation_incremental,11,incremental
20260527-27-02,124-14-1234,124,14,1234,1-4-2,0.017138005751755846,0.017138005751755846,formation_incremental,8,incremental
20260527-27-02,124-14-1234,124,14,1234,1-4-3,0.01655276627979961,0.01655276627979961,formation_incremental,8,incremental
20260527-27-02,124-14-1234,124,14,1234,2-1-3,0.013907115232322569,0.013907115232322569,formation_incremental,8,incremental
20260527-27-02,124-14-1234,124,14,1234,2-1-4,0.011337581257030839,0.011337581257030839,formation_incremental,8,incremental
20260527-27-02,124-14-1234,124,14,1234,2-4-1,0.015313819307691769,0.015313819307691769,formation_incremental,8,incremental
20260527-27-02,124-14-1234,124,14,1234,2-4-3,0.01284829002443844,0.01284829002443844,formation_incremental,8,incremental
20260527-27-02,124-14-1234,124,14,1234,4-1-2,0.01978488965755804,0.01978488965755804,formation_incremental,8,incremental
20260527-27-02,124-14-1234,124,14,1234,4-1-3,0.019109262718016645,0.019109262718016645,formation_incremental,8,incremental
20260527-27-03,123-12-1234,123,12,1234,1-2-3,0.01547255222191155,0.01547255222191155,formation_incremental,8,incremental
20260527-27-03,123-12-1234,123,12,1234,1-2-4,0.016173449909112913,0.016173449909112913,formation_incremental,8,incremental
20260527-27-03,123-12-1234,123,12,1234,2-1-3,0.016294617617544496,0.016294617617544496,formation_incremental,8,incremental
20260527-27-03,123-12-1234,123,12,1234,2-1-4,0.017032754392794395,0.017032754392794395,formation_incremental,8,incremental
20260527-27-03,123-12-1234,123,12,1234,3-1-2,0.01564836662465996,0.01564836662465996,formation_incremental,8,incremental
20260527-27-03,123-12-1234,123,12,1234,3-1-4,0.014052613840092295,0.014052613840092295,formation_incremental,8,incremental
20260527-27-03,123-12-1234,123,12,1234,3-2-1,0.01721210092468371,0.01721210092468371,formation_incremental,8,incremental
20260527-27-03,123-12-1234,123,12,1234,3-2-4,0.014471125675927263,0.014471125675927263,formation_incremental,8,incremental
20260527-27-04,123-12-1245,123,12,1245,1-2-4,0.019141415391760085,0.019141415391760085,formation_incremental,10,incremental
20260527-27-04,123-12-1245,123,12,1245,1-2-5,0.013800576059237431,0.013800576059237431,formation_incremental,10,incremental
20260527-27-04,123-12-1245,123,12,1245,2-1-4,0.01153319086199456,0.01153319086199456,formation_incremental,10,incremental
20260527-27-04,123-12-1245,123,12,1245,2-1-5,0.00831519897766675,0.00831519897766675,formation_incremental,10,incremental
20260527-27-04,123-12-1245,123,12,1245,3-1-2,0.015155457778864803,0.015155457778864803,formation_incremental,10,incremental
20260527-27-04,123-12-1245,123,12,1245,3-1-4,0.014392123195892503,0.014392123195892503,formation_incremental,10,incremental
20260527-27-04,123-12-1245,123,12,1245,3-1-5,0.01037643177130625,0.01037643177130625,formation_incremental,10,incremental
20260527-27-04,123-12-1245,123,12,1245,3-2-1,0.014224671532004577,0.014224671532004577,formation_incremental,10,incremental
20260527-27-04,123-12-1245,123,12,1245,3-2-4,0.013247740924476656,0.013247740924476656,formation_incremental,10,incremental
20260527-27-04,123-12-1245,123,12,1245,3-2-5,0.009551355137510618,0.009551355137510618,formation_incremental,10,incremental
20260527-27-05,125-12-1246,125,12,1246,1-2-4,0.011229200709768754,0.011229200709768754,formation_incremental,10,incremental
20260527-27-05,125-12-1246,125,12,1246,1-2-6,0.011690168842168582,0.011690168842168582,formation_incremental,10,incremental
20260527-27-05,125-12-1246,125,12,1246,2-1-4,0.01583392927655469,0.01583392927655469,formation_incremental,10,incremental
20260527-27-05,125-12-1246,125,12,1246,2-1-6,0.01648392538899524,0.01648392538899524,formation_incremental,10,incremental
