race_id,formation,first_numbers,second_numbers,third_numbers,ticket,ticket_probability_estimate,placement_probability,probability_scope,formation_ticket_count,role_score_method
20260528-37-05,567-27-2347,567,27,2347,5-7-4,0.015104953545753206,0.015104953545753206,formation_incremental,14,incremental
20260528-37-05,567-27-2347,567,27,2347,6-2-3,0.008634798068853658,0.008634798068853658,formation_incremental,14,incremental
20260528-37-05,567-27-2347,567,27,2347,6-2-4,0.009589684302682868,0.009589684302682868,formation_incremental,14,incremental
20260528-37-05,567-27-2347,567,27,2347,6-2-7,0.008384020660467239,0.008384020660467239,formation_incremental,14,incremental
20260528-37-05,567-27-2347,567,27,2347,6-7-2,0.011584779950843576,0.011584779950843576,formation_incremental,14,incremental
20260528-37-05,567-27-2347,567,27,2347,6-7-3,0.007068215701099018,0.007068215701099018,formation_incremental,14,incremental
20260528-37-05,567-27-2347,567,27,2347,6-7-4,0.0078498601375868,0.0078498601375868,formation_incremental,14,incremental
20260528-37-05,567-27-2347,567,27,2347,7-2-3,0.014007860089965157,0.014007860089965157,formation_incremental,14,incremental
20260528-37-05,567-27-2347,567,27,2347,7-2-4,0.015556930798817191,0.015556930798817191,formation_incremental,14,incremental
20260528-37-06,247-47-1457,247,47,1457,2-4-1,0.011586975363023699,0.011586975363023699,formation_incremental,10,incremental
20260528-37-06,247-47-1457,247,47,1457,2-4-5,0.01035453836265432,0.01035453836265432,formation_incremental,10,incremental
20260528-37-06,247-47-1457,247,47,1457,2-4-7,0.012126917242960274,0.012126917242960274,formation_incremental,10,incremental
20260528-37-06,247-47-1457,247,47,1457,2-7-1,0.00910298020629668,0.00910298020629668,formation_incremental,10,incremental
20260528-37-06,247-47-1457,247,47,1457,2-7-4,0.011590842591774803,0.011590842591774803,formation_incremental,10,incremental
20260528-37-06,247-47-1457,247,47,1457,2-7-5,0.008134750856670923,0.008134750856670923,formation_incremental,10,incremental
20260528-37-06,247-47-1457,247,47,1457,4-7-1,0.008449402014622673,0.008449402014622673,formation_incremental,10,incremental
20260528-37-06,247-47-1457,247,47,1457,4-7-5,0.007550689853116952,0.007550689853116952,formation_incremental,10,incremental
20260528-37-06,247-47-1457,247,47,1457,7-4-1,0.013311850575453848,0.013311850575453848,formation_incremental,10,incremental
20260528-37-06,247-47-1457,247,47,1457,7-4-5,0.01189594895500745,0.01189594895500745,formation_incremental,10,incremental
20260528-37-07,147-14-1234,147,14,1234,1-4-2,0.019321366115328427,0.019321366115328427,formation_incremental,10,incremental
20260528-37-07,147-14-1234,147,14,1234,1-4-3,0.011736245836736742,0.011736245836736742,formation_incremental,10,incremental
20260528-37-07,147-14-1234,147,14,1234,4-1-2,0.032416192619239254,0.032416192619239254,formation_incremental,10,incremental
20260528-37-07,147-14-1234,147,14,1234,4-1-3,0.0196903471213964,0.0196903471213964,formation_incremental,10,incremental
20260528-37-07,147-14-1234,147,14,1234,7-1-2,0.013996244860805787,0.013996244860805787,formation_incremental,10,incremental
20260528-37-07,147-14-1234,147,14,1234,7-1-3,0.008501643698333687,0.008501643698333687,formation_incremental,10,incremental
20260528-37-07,147-14-1234,147,14,1234,7-1-4,0.008548476641546416,0.008548476641546416,formation_incremental,10,incremental
20260528-37-07,147-14-1234,147,14,1234,7-4-1,0.006879820498532867,0.006879820498532867,formation_incremental,10,incremental
20260528-37-07,147-14-1234,147,14,1234,7-4-2,0.009209664769140487,0.009209664769140487,formation_incremental,10,incremental
20260528-37-07,147-14-1234,147,14,1234,7-4-3,0.005594163950902847,0.005594163950902847,formation_incremental,10,incremental
20260528-37-08,127-47-1245,127,47,1245,1-4-2,0.009382840790268564,0.009382840790268564,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,1-4-5,0.009343162593133683,0.009343162593133683,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,1-7-2,0.012366837455293279,0.012366837455293279,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,1-7-4,0.017140470676630763,0.017140470676630763,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,1-7-5,0.012314540520339944,0.012314540520339944,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,2-4-1,0.006165521239820177,0.006165521239820177,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,2-4-5,0.006113998106834139,0.006113998106834139,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,2-7-1,0.008126323434912722,0.008126323434912722,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,2-7-4,0.011216416734969599,0.011216416734969599,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,2-7-5,0.008058414554748556,0.008058414554748556,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,7-4-1,0.016388879818268916,0.016388879818268916,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,7-4-2,0.01632094167394125,0.01632094167394125,formation_incremental,13,incremental
20260528-37-08,127-47-1245,127,47,1245,7-4-5,0.016251923606210927,0.016251923606210927,formation_incremental,13,incremental
20260528-37-09,345-34-1347,345,34,1347,3-4-1,0.01505017683134816,0.01505017683134816,formation_incremental,10,incremental
20260528-37-09,345-34-1347,345,34,1347,3-4-7,0.016434689662655034,0.016434689662655034,formation_incremental,10,incremental
20260528-37-09,345-34-1347,345,34,1347,4-3-1,0.00763934492419645,0.00763934492419645,formation_incremental,10,incremental
20260528-37-09,345-34-1347,345,34,1347,4-3-7,0.00834211215336937,0.00834211215336937,formation_incremental,10,incremental
20260528-37-09,345-34-1347,345,34,1347,5-3-1,0.00791095636927328,0.00791095636927328,formation_incremental,10,incremental
20260528-37-09,345-34-1347,345,34,1347,5-3-4,0.010462614388870348,0.010462614388870348,formation_incremental,10,incremental
20260528-37-09,345-34-1347,345,34,1347,5-3-7,0.00863870998465632,0.00863870998465632,formation_incremental,10,incremental
20260528-37-09,345-34-1347,345,34,1347,5-4-1,0.010928917330595188,0.010928917330595188,formation_incremental,10,incremental
20260528-37-09,345-34-1347,345,34,1347,5-4-3,0.015503778753922282,0.015503778753922282,formation_incremental,10,incremental
20260528-37-09,345-34-1347,345,34,1347,5-4-7,0.011934302612513213,0.011934302612513213,formation_incremental,10,incremental
20260528-37-10,135-15-1345,135,15,1345,1-5-3,0.01460235223907758,0.01460235223907758,formation_incremental,8,incremental
20260528-37-10,135-15-1345,135,15,1345,1-5-4,0.014789000714880707,0.014789000714880707,formation_incremental,8,incremental
20260528-37-10,135-15-1345,135,15,1345,3-1-4,0.011406030897930942,0.011406030897930942,formation_incremental,8,incremental
20260528-37-10,135-15-1345,135,15,1345,3-1-5,0.016687884855111787,0.016687884855111787,formation_incremental,8,incremental
20260528-37-10,135-15-1345,135,15,1345,3-5-1,0.023634112532259485,0.023634112532259485,formation_incremental,8,incremental
20260528-37-10,135-15-1345,135,15,1345,3-5-4,0.014761329547418845,0.014761329547418845,formation_incremental,8,incremental
20260528-37-10,135-15-1345,135,15,1345,5-1-3,0.010929137821763852,0.010929137821763852,formation_incremental,8,incremental
20260528-37-10,135-15-1345,135,15,1345,5-1-4,0.011068834966639969,0.011068834966639969,formation_incremental,8,incremental
20260528-37-11,145-35-1234,145,35,1234,1-3-2,0.011008042312967915,0.011008042312967915,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,1-3-4,0.011484372639246116,0.011484372639246116,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,1-5-2,0.012428242580286833,0.012428242580286833,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,1-5-3,0.016393466349395563,0.016393466349395563,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,1-5-4,0.01296602656358046,0.01296602656358046,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,4-3-1,0.017802730014193826,0.017802730014193826,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,4-3-2,0.01128015391800367,0.01128015391800367,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,4-5-1,0.02009954548840214,0.02009954548840214,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,4-5-2,0.012735460606902846,0.012735460606902846,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,4-5-3,0.016798702113722034,0.016798702113722034,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,5-3-1,0.013231187593106274,0.013231187593106274,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,5-3-2,0.008383536258159553,0.008383536258159553,formation_incremental,13,incremental
20260528-37-11,145-35-1234,145,35,1234,5-3-4,0.008746301266476242,0.008746301266476242,formation_incremental,13,incremental
20260528-37-12,235-23-1235,235,23,1235,2-3-1,0.010425533383329258,0.010425533383329258,formation_incremental,8,incremental
20260528-37-12,235-23-1235,235,23,1235,2-3-5,0.01187829941965862,0.01187829941965862,formation_incremental,8,incremental
20260528-37-12,235-23-1235,235,23,1235,3-2-1,0.00964023356447139,0.00964023356447139,formation_incremental,8,incremental
20260528-37-12,235-23-1235,235,23,1235,3-2-5,0.010983570484493228,0.010983570484493228,formation_incremental,8,incremental
20260528-37-12,235-23-1235,235,23,1235,5-2-1,0.009260089507220372,0.009260089507220372,formation_incremental,8,incremental
20260528-37-12,235-23-1235,235,23,1235,5-2-3,0.009563932212673603,0.009563932212673603,formation_incremental,8,incremental
20260528-37-12,235-23-1235,235,23,1235,5-3-1,0.008262567798835422,0.008262567798835422,formation_incremental,8,incremental
20260528-37-12,235-23-1235,235,23,1235,5-3-2,0.010276029945381916,0.010276029945381916,formation_incremental,8,incremental
20260528-43-01,127-57-1235,127,57,1235,1-5-2,0.01234516646805505,0.01234516646805505,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,1-5-3,0.016223583797947718,0.016223583797947718,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,1-7-2,0.014974153848349424,0.014974153848349424,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,1-7-3,0.019678506595329204,0.019678506595329204,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,1-7-5,0.02432304973081956,0.02432304973081956,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,2-5-1,0.016873277929725542,0.016873277929725542,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,2-5-3,0.01483959875230661,0.01483959875230661,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,2-7-1,0.020466557522692976,0.020466557522692976,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,2-7-3,0.017999792496910905,0.017999792496910905,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,2-7-5,0.022248123653382985,0.022248123653382985,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,7-5-1,0.023812902053068154,0.023812902053068154,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,7-5-2,0.015936214913670546,0.015936214913670546,formation_incremental,13,incremental
20260528-43-01,127-57-1235,127,57,1235,7-5-3,0.020942813427672714,0.020942813427672714,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,1-2-4,0.01297958289720338,0.01297958289720338,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,1-2-7,0.016455667863049,0.016455667863049,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,1-5-2,0.02130183692084532,0.02130183692084532,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,1-5-4,0.015336231937177655,0.015336231937177655,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,1-5-7,0.01944345523485628,0.01944345523485628,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,5-2-1,0.02440018029557948,0.02440018029557948,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,5-2-4,0.0172822208254156,0.0172822208254156,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,5-2-7,0.02191060283610372,0.02191060283610372,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,7-2-1,0.021335706470879425,0.021335706470879425,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,7-2-4,0.015111707627946848,0.015111707627946848,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,7-5-1,0.025209542215062282,0.025209542215062282,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,7-5-2,0.024801038217905844,0.024801038217905844,formation_incremental,13,incremental
20260528-43-02,157-25-1247,157,25,1247,7-5-4,0.017855477713304996,0.017855477713304996,formation_incremental,13,incremental
20260528-43-03,125-15-1235,125,15,1235,1-5-2,0.03510033263317014,0.03510033263317014,formation_incremental,8,incremental
20260528-43-03,125-15-1235,125,15,1235,1-5-3,0.02741120420793264,0.02741120420793264,formation_incremental,8,incremental
20260528-43-03,125-15-1235,125,15,1235,2-1-3,0.021396345316312876,0.021396345316312876,formation_incremental,8,incremental
20260528-43-03,125-15-1235,125,15,1235,2-1-5,0.013900897639359923,0.013900897639359923,formation_incremental,8,incremental
20260528-43-03,125-15-1235,125,15,1235,2-5-1,0.013748558577241452,0.013748558577241452,formation_incremental,8,incremental
20260528-43-03,125-15-1235,125,15,1235,2-5-3,0.017721858206022036,0.017721858206022036,formation_incremental,8,incremental
20260528-43-03,125-15-1235,125,15,1235,5-1-2,0.033388017955429665,0.033388017955429665,formation_incremental,8,incremental
20260528-43-03,125-15-1235,125,15,1235,5-1-3,0.026073991601137318,0.026073991601137318,formation_incremental,8,incremental
20260528-43-04,157-17-1247,157,17,1247,1-7-2,0.019325103109676233,0.019325103109676233,formation_incremental,10,incremental
20260528-43-04,157-17-1247,157,17,1247,1-7-4,0.020058551634037268,0.020058551634037268,formation_incremental,10,incremental
20260528-43-04,157-17-1247,157,17,1247,5-1-2,0.01710854950074697,0.01710854950074697,formation_incremental,10,incremental
20260528-43-04,157-17-1247,157,17,1247,5-1-4,0.017757872834964918,0.017757872834964918,formation_incremental,10,incremental
20260528-43-04,157-17-1247,157,17,1247,5-1-7,0.01641037042987091,0.01641037042987091,formation_incremental,10,incremental
20260528-43-04,157-17-1247,157,17,1247,5-7-1,0.013769189710934118,0.013769189710934118,formation_incremental,10,incremental
20260528-43-04,157-17-1247,157,17,1247,5-7-2,0.01796924777843648,0.01796924777843648,formation_incremental,10,incremental
20260528-43-04,157-17-1247,157,17,1247,5-7-4,0.01865123732292553,0.01865123732292553,formation_incremental,10,incremental
20260528-43-04,157-17-1247,157,17,1247,7-1-2,0.025685633678824336,0.025685633678824336,formation_incremental,10,incremental
20260528-43-04,157-17-1247,157,17,1247,7-1-4,0.026660484369767302,0.026660484369767302,formation_incremental,10,incremental
20260528-43-05,247-27-1237,247,27,1237,2-7-1,0.04352674829666046,0.04352674829666046,formation_incremental,10,incremental
20260528-43-05,247-27-1237,247,27,1237,2-7-3,0.03788247874025641,0.03788247874025641,formation_incremental,10,incremental
20260528-43-05,247-27-1237,247,27,1237,4-2-1,0.016623605878435775,0.016623605878435775,formation_incremental,10,incremental
