date,venue,venue_code,race_number,scheduled_start_time,deadline_time,race_id,title,category,formation,first_numbers,second_numbers,third_numbers,ticket_count,combined_odds,estimated_hit_rate,estimated_hit_rate_pct,selected_tickets,status,late_generated,actual_ticket,actual_payout_units,invested_units,returned_units,profit_units,prediction_gate_profile,ticket_type,selection_role,sales_evidence_allowed,research_only_reason,candidate_selection_scope,first_back_max,first_chigire_max,first_p1_max,race_class_scope,invalid_selection_original_status,selection_integrity_status
2026-05-30,宇都宮,24,10,15:06,15:01,20260530-24-10,Ｓ級一予選,Ｓ級一予選,157-15-1257,157,15,1257,8,2.512742410232,0.144714984549,14.47,1-5-2|1-5-7|5-1-2|5-1-7|7-1-2|7-1-5|7-5-1|7-5-2,miss,False,5-1-3,34.4,8.0,0.0,-8.0,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,20.0,0.288,0.331362044651,s,,
2026-05-30,広島,62,12,16:01,15:56,20260530-62-12,Ｓ級決勝,Ｓ級決勝,157-57-2457,157,57,2457,10,3.022505359158,0.264893655258,26.49,1-5-2|1-5-4|1-5-7|1-7-2|1-7-4|1-7-5|5-7-2|5-7-4|7-5-2|7-5-4,miss,False,5-7-1,15.5,10.0,0.0,-10.0,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,15.0,0.3003,0.337556421099,s,,
2026-05-31,宇都宮,24,2,11:14,11:09,20260531-24-02,Ｓ級選抜,Ｓ級選抜,129-29-1259,129,29,1259,8,3.959633535234,0.165527354599,16.55,1-2-5|1-2-9|1-9-2|1-9-5|2-9-1|2-9-5|9-2-1|9-2-5,miss,False,9-1-5,67.0,8.0,0.0,-8.0,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,18.0,0.3107,0.26538679295,s,,
2026-05-31,宇都宮,24,10,15:15,15:10,20260531-24-10,Ｓ級二予選,Ｓ級二予選,125-25-2359,125,25,2359,10,2.559978148517,0.177612068684,17.76,1-2-3|1-2-5|1-2-9|1-5-2|1-5-3|1-5-9|2-5-3|2-5-9|5-2-3|5-2-9,hit,False,5-2-9,7.2,10.0,7.2,-2.8,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,9.0,0.4287,0.340409011829,s,,
2026-05-31,宇都宮,24,12,16:25,16:20,20260531-24-12,Ｓ級二予選,Ｓ級二予選,159-19-1259,159,19,1259,8,2.771977081107,0.152881049482,15.29,1-9-2|1-9-5|5-1-2|5-1-9|5-9-1|5-9-2|9-1-2|9-1-5,miss,False,9-8-6,907.0,8.0,0.0,-8.0,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,11.0,0.2395,0.280111513687,s,,
2026-05-31,松戸,31,8,18:43,18:38,20260531-31-08,Ｓ級予選,Ｓ級予選,124-24-1246,124,24,1246,8,2.550413526168,0.139024708956,13.9,1-2-4|1-2-6|1-4-2|1-4-6|2-4-1|2-4-6|4-2-1|4-2-6,miss,False,2-3-5,168.9,8.0,0.0,-8.0,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,9.0,0.3038,0.289637708867,s,,
2026-05-31,松戸,31,9,19:09,19:04,20260531-31-09,Ｓ級予選,Ｓ級予選,157-15-1257,157,15,1257,8,2.699593662671,0.186679975234,18.67,1-5-2|1-5-7|5-1-2|5-1-7|7-1-2|7-1-5|7-5-1|7-5-2,miss,False,2-7-5,17.3,8.0,0.0,-8.0,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,10.0,0.302,0.363636323481,s,,
2026-05-31,松戸,31,10,19:35,19:30,20260531-31-10,Ｓ級予選,Ｓ級予選,135-15-1457,135,15,1457,10,3.547290161209,0.210031041847,21.0,1-5-4|1-5-7|3-1-4|3-1-5|3-1-7|3-5-1|3-5-4|3-5-7|5-1-4|5-1-7,miss,False,5-3-4,69.2,10.0,0.0,-10.0,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,19.0,0.2968,0.307495514936,s,,
2026-05-31,松戸,31,11,20:02,19:57,20260531-31-11,Ｓ級予選,Ｓ級予選,345-35-1357,345,35,1357,10,1.957746968199,0.180225647912,18.02,3-5-1|3-5-7|4-3-1|4-3-5|4-3-7|4-5-1|4-5-3|4-5-7|5-3-1|5-3-7,hit,False,5-3-1,8.2,10.0,8.2,-1.8,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,13.0,0.354,0.306710467412,s,,
2026-05-31,松戸,31,12,20:30,20:25,20260531-31-12,Ｓ級初特選,Ｓ級初特選,245-45-2457,245,45,2457,8,10.373532678236,0.20867391198,20.87,2-4-5|2-4-7|2-5-4|2-5-7|4-5-2|4-5-7|5-4-2|5-4-7,miss,False,2-5-3,10.6,8.0,0.0,-8.0,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,11.0,0.3785,0.447600275916,s,,
2026-06-01,名古屋,42,6,12:56,12:51,20260601-42-06,Ｓ級予選,Ｓ級予選,123-13-1356,123,13,1356,10,1.56326037185,0.191329576454,19.13,1-3-5|1-3-6|2-1-3|2-1-5|2-1-6|2-3-1|2-3-5|2-3-6|3-1-5|3-1-6,hit,False,3-1-5,8.5,10.0,8.5,-1.5,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,15.0,0.3312,0.33768985931,s,,
2026-06-01,名古屋,42,10,14:56,14:51,20260601-42-10,Ｓ級予選,Ｓ級予選,145-15-1257,145,15,1257,10,3.502004592947,0.150126564199,15.01,1-5-2|1-5-7|4-1-2|4-1-5|4-1-7|4-5-1|4-5-2|4-5-7|5-1-2|5-1-7,miss,False,1-4-7,12.2,10.0,0.0,-10.0,line_break_back_chigire_s,trifecta,challenger,False,s_class_line_break_gate_requires_forward_evidence,fixed_research_gate,10.0,0.4725,0.31775507127,s,,
2026-06-03,別府,86,1,08:30,08:25,20260603-86-01,Ａ級チ一般,Ａ級チ一般,34-34-1234,34,34,1234,4,1.051512711864,0.195606910292,19.56,3-4-1|3-4-2|4-3-1|4-3-2,hit,True,4-3-2,2.7,4.0,2.7,-1.3,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,16.0,0.3762,0.346693847413,non_s,,
2026-06-03,別府,86,2,08:50,08:45,20260603-86-02,Ａ級チ一般,Ａ級チ一般,24-24-2345,24,24,2345,4,3.685902778224,0.068011514981,6.8,2-4-3|2-4-5|4-2-3|4-2-5,miss,True,4-2-6,4.0,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,2.0,0.417,0.290218141782,non_s,,
2026-06-03,別府,86,3,09:11,09:06,20260603-86-03,Ａ級チ一般,Ａ級チ一般,13-34-1234,13,34,1234,6,4.364556300606,0.092831972235,9.28,1-3-2|1-3-4|1-4-2|1-4-3|3-4-1|3-4-2,miss,True,4-1-2,49.5,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,7.0,0.4083,0.266848435159,non_s,,
2026-06-03,別府,86,4,09:32,09:27,20260603-86-04,Ａ級チ選抜,Ａ級チ選抜,27-27-2347,27,27,2347,4,9.456512152235,0.059904425732,5.99,2-7-3|2-7-4|7-2-3|7-2-4,miss,True,5-3-2,47.2,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,11.0,0.208,0.302624357602,non_s,,
2026-06-03,別府,86,5,09:53,09:48,20260603-86-05,Ａ級チ選抜,Ａ級チ選抜,15-45-1245,15,45,1245,6,13.643503023814,0.110033145798,11.0,1-4-2|1-4-5|1-5-2|1-5-4|5-4-1|5-4-2,miss,True,5-2-4,3.4,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,10.0,0.2448,0.334706539432,non_s,,
2026-06-03,別府,86,6,10:14,10:09,20260603-86-06,Ａ級チ選抜,Ａ級チ選抜,34-34-1345,34,34,1345,4,7.844021329804,0.083732667197,8.37,3-4-1|3-4-5|4-3-1|4-3-5,miss,True,4-7-1,57.8,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,18.0,0.25,0.330841631064,non_s,,
2026-06-03,別府,86,7,10:35,10:30,20260603-86-07,Ａ級チ決勝,Ａ級チ決勝,13-13-1345,13,13,1345,4,13.313171299331,0.078559052914,7.86,1-3-4|1-3-5|3-1-4|3-1-5,miss,True,1-4-6,310.4,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,14.0,0.1875,0.350492377346,non_s,,
2026-06-03,防府,63,1,10:45,10:40,20260603-63-01,Ａ級予選,Ａ級予選,7-2-135 / 7-5-12 / 2-7-15 / 1-7-2 / 3-5-26 / 5-3-27,12357,2357,123567,12,2.207215599975,0.138,13.8,7-2-1|7-2-3|7-2-5|7-5-1|7-5-2|2-7-1|2-7-5|1-7-2|3-5-2|3-5-6|5-3-2|5-3-7,miss,True,1-3-2,144.9,12.0,0.0,-12.0,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,,,
2026-06-03,和歌山,55,1,11:01,10:56,20260603-55-01,Ａ級チ一般,Ａ級チ一般,24-24-1234,24,24,1234,4,1.804100284311,0.105603970382,10.56,2-4-1|2-4-3|4-2-1|4-2-3,miss,True,1-3-4,235.5,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,13.0,0.2378,0.275715370146,non_s,,
2026-06-03,防府,63,2,11:10,11:05,20260603-63-02,Ａ級予選,Ａ級予選,7-3-15 / 3-7-15 / 3-5-17 / 7-1-34,37,1357,13457,8,2.224726974296,0.138,13.8,7-3-1|7-3-5|3-7-1|3-7-5|3-5-1|3-5-7|7-1-3|7-1-4,hit,True,7-1-4,11.9,8.0,11.9,3.9,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,,,
2026-06-03,名古屋,42,1,11:19,11:14,20260603-42-01,Ａ級一般,Ａ級一般,17-13-1347,17,13,1347,6,3.964157249162,0.083848744962,8.38,1-3-4|1-3-7|7-1-3|7-1-4|7-3-1|7-3-4,miss,False,1-3-5,4.7,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,4.0,0.462,0.242654082462,non_s,,
2026-06-03,和歌山,55,2,11:28,11:23,20260603-55-02,Ａ級チ一般,Ａ級チ一般,24-45-2345,24,45,2345,6,2.650744342183,0.113608708883,11.36,2-4-3|2-4-5|2-5-3|2-5-4|4-5-2|4-5-3,miss,False,6-2-3,52.7,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,4.0,0.4773,0.261191991814,non_s,,
2026-06-03,防府,63,3,11:37,11:32,20260603-63-03,Ａ級予選,Ａ級予選,3-7-12456 / 3-4-17 / 4-1-23 / 5-2-37,345,1247,1234567,11,2.243659719256,0.138,13.8,3-7-1|3-7-2|3-7-4|3-7-5|3-7-6|3-4-1|3-4-7|4-1-2|4-1-3|5-2-3|5-2-7,miss,False,7-3-6,49.9,11.0,0.0,-11.0,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,,,
2026-06-03,名古屋,42,2,11:46,11:41,20260603-42-02,Ａ級一般,Ａ級一般,14-14-1345,14,14,1345,4,7.247376325441,0.056403086107,5.64,1-4-3|1-4-5|4-1-3|4-1-5,miss,False,4-1-2,44.1,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,2.0,0.507,0.267814322154,non_s,,
2026-06-03,和歌山,55,3,11:55,11:50,20260603-55-03,Ａ級チ選抜,Ａ級チ選抜,23-13-1357,23,13,1357,8,22.109275581902,0.084816724607,8.48,2-1-3|2-1-5|2-1-7|2-3-1|2-3-5|2-3-7|3-1-5|3-1-7,miss,False,7-2-5,304.9,8.0,0.0,-8.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,9.0,0.375,0.265923038147,non_s,,
2026-06-03,防府,63,4,12:05,12:00,20260603-63-04,Ａ級予選,Ａ級予選,1-5-74 / 5-1-7 / 1-4-5,15,145,457,4,1.156564207717,0.138,13.8,1-5-7|1-5-4|5-1-7|1-4-5,hit,False,1-5-7,1.9,4.0,1.9,-2.1,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,,,
2026-06-03,名古屋,42,3,12:15,12:10,20260603-42-03,Ａ級特選,Ａ級特選,12-12-1237,12,12,1237,4,13.04794502821,0.072469178293,7.25,1-2-3|1-2-7|2-1-3|2-1-7,miss,False,1-3-5,159.4,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,10.0,0.302,0.303721031596,non_s,,
2026-06-03,和歌山,55,4,12:25,12:20,20260603-55-04,Ａ級チ決勝,Ａ級チ決勝,23-23-1235,23,23,1235,4,5.066846896729,0.118560003869,11.86,2-3-1|2-3-5|3-2-1|3-2-5,hit,False,2-3-1,8.3,4.0,8.3,4.3,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,12.0,0.0625,0.396902602916,non_s,,
2026-06-03,防府,63,5,12:35,12:30,20260603-63-05,Ａ級初特選,Ａ級初特選,7-1-2345 / 1-7-2345,17,17,2345,8,2.011420721292,0.138,13.8,7-1-2|7-1-3|7-1-4|7-1-5|1-7-2|1-7-3|1-7-4|1-7-5,miss,False,6-5-7,396.4,8.0,0.0,-8.0,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,,,
2026-06-03,名古屋,42,4,12:45,12:40,20260603-42-04,Ａ級特選,Ａ級特選,13-13-1237,13,13,1237,4,21.583947098433,0.047730043046,4.77,1-3-2|1-3-7|3-1-2|3-1-7,miss,False,5-4-6,603.9,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,14.0,0.4427,0.264446697811,non_s,,
2026-06-03,和歌山,55,5,12:55,12:50,20260603-55-05,Ｌ級ガ一般,Ｌ級ガ一般,26-26-2356,26,26,2356,4,3.048327562318,0.108428162579,10.84,2-6-3|2-6-5|6-2-3|6-2-5,hit,False,2-6-5,6.2,4.0,6.2,2.2,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,9.0,0.354,0.454154349037,non_s,,
2026-06-03,防府,63,6,13:05,13:00,20260603-63-06,Ｌ級ガ予１,Ｌ級ガ予１,5-36-3467,5,36,3467,6,1.430411955786,0.138,13.8,5-3-4|5-3-6|5-3-7|5-6-3|5-6-4|5-6-7,hit,False,5-3-6,5.1,6.0,5.1,-0.9,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,l,,
2026-06-03,名古屋,42,5,13:15,13:10,20260603-42-05,Ｓ級一般,Ｓ級一般,45-45-1245,45,45,1245,4,4.220972870803,0.136313893952,13.63,4-5-1|4-5-2|5-4-1|5-4-2,miss,False,5-1-2,66.2,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,3.0,0.4042,0.314908631416,s,,
2026-06-03,和歌山,55,6,13:25,13:20,20260603-55-06,Ｌ級ガ決勝,Ｌ級ガ決勝,16-16-1467,16,16,1467,4,1.643490580889,0.166570949283,16.66,1-6-4|1-6-7|6-1-4|6-1-7,miss,False,6-1-2,35.2,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,11.0,0.0625,0.383835486155,non_s,,
2026-06-03,防府,63,7,13:35,13:30,20260603-63-07,Ｌ級ガ予１,Ｌ級ガ予１,4-2-735 / 2-4-73 / 4-7-2,24,247,2357,6,1.258087867877,0.138,13.8,4-2-7|4-2-3|4-2-5|2-4-7|2-4-3|4-7-2,hit,False,4-7-2,30.0,6.0,30.0,24.0,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,l,,
2026-06-03,名古屋,42,6,13:45,13:40,20260603-42-06,Ｓ級一般,Ｓ級一般,56-56-2456,56,56,2456,4,6.504892597798,0.078714709196,7.87,5-6-2|5-6-4|6-5-2|6-5-4,hit,False,6-5-2,25.3,4.0,25.3,21.3,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,8.0,0.3352,0.278260246413,s,,
2026-06-03,和歌山,55,7,13:55,13:50,20260603-55-07,Ａ級特一般,Ａ級特一般,15-17-1357,15,17,1357,6,9.789076742933,0.090010206946,9.0,1-7-3|1-7-5|5-1-3|5-1-7|5-7-1|5-7-3,miss,False,6-2-1,51.3,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,0.0,0.347,0.345277291818,non_s,,
2026-06-03,防府,63,8,14:05,14:00,20260603-63-08,Ｓ級予選,Ｓ級予選,4-3-125 / 4-5-13 / 4-1-5,4,135,1235,6,1.332368267043,0.138,13.8,4-3-1|4-3-2|4-3-5|4-5-1|4-5-3|4-1-5,hit,False,4-3-5,6.5,6.0,6.5,0.5,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,,,
2026-06-03,名古屋,42,7,14:15,14:10,20260603-42-07,Ｓ級特選,Ｓ級特選,34-34-1234,34,34,1234,4,10.923760559081,0.060498431467,6.05,3-4-1|3-4-2|4-3-1|4-3-2,miss,False,7-4-1,77.4,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,8.0,0.1753,0.261270137801,s,,
2026-06-03,和歌山,55,8,14:25,14:20,20260603-55-08,Ａ級特一般,Ａ級特一般,17-17-1457,17,17,1457,4,9.919188740141,0.055744468747,5.57,1-7-4|1-7-5|7-1-4|7-1-5,miss,False,7-2-4,6.3,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,0.0,0.3768,0.232383176606,non_s,,
2026-06-03,防府,63,9,14:35,14:30,20260603-63-09,Ｓ級予選,Ｓ級予選,3-4-215 / 3-2-451 / 2-3-45,23,234,1245,8,1.53305700656,0.138,13.8,3-4-2|3-4-1|3-4-5|3-2-4|3-2-5|3-2-1|2-3-4|2-3-5,hit,False,3-4-2,4.6,8.0,4.6,-3.4,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,,,
2026-06-03,名古屋,42,8,14:45,14:40,20260603-42-08,Ｓ級特選,Ｓ級特選,24-24-1245,24,24,1245,4,9.266443262714,0.053164447374,5.32,2-4-1|2-4-5|4-2-1|4-2-5,miss,False,3-2-4,324.1,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,12.0,0.4515,0.240113801825,s,,
2026-06-03,和歌山,55,9,14:55,14:50,20260603-55-09,Ａ級特選,Ａ級特選,24-24-1347,24,24,1347,6,9.704482489286,0.071163704393,7.12,2-4-1|2-4-3|2-4-7|4-2-1|4-2-3|4-2-7,miss,False,3-5-1,813.2,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,13.0,0.2985,0.229038948638,non_s,,
2026-06-03,防府,63,10,15:05,15:00,20260603-63-10,Ｓ級予選,Ｓ級予選,4-1-235 / 1-4-235 / 5-3-24 / 5-2-34,145,1234,2345,10,2.085924905825,0.138,13.8,4-1-2|4-1-3|4-1-5|1-4-2|1-4-3|1-4-5|5-3-2|5-3-4|5-2-3|5-2-4,hit,False,4-1-5,5.2,10.0,5.2,-4.8,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,,,
2026-06-03,名古屋,42,9,15:15,15:10,20260603-42-09,Ｓ級特選,Ｓ級特選,45-45-1247,45,45,1247,6,5.281802818339,0.100427779678,10.04,4-5-1|4-5-2|4-5-7|5-4-1|5-4-2|5-4-7,miss,False,3-4-2,350.8,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,17.0,0.4153,0.352738191722,s,,
